email_event_id,hubspot_contact_id,lead_id,event_datetime,event_type,campaign_id,email_name
HEM002019,HS101517,LED001517,2025-08-14T17:00:00,Clicked,CMP000008,CRM Audit Offer
HEM002020,HS101359,LED001359,2025-11-25T05:00:00,Opened,CMP000026,Quarterly Newsletter
HEM002021,HS102562,LED002562,2025-09-19T20:00:00,Delivered,CMP000019,Nurture 2 - Case Study
HEM002022,HS100385,LED000385,2025-08-10T22:00:00,Opened,CMP000035,Nurture 2 - Case Study
HEM002023,,LED000967,2026-04-23T02:00:00,Opened,CMP000021,Nurture 1 - Pain Point
HEM002024,HS101869,LED001869,2026-02-08T06:00:00,Replied,,Nurture 2 - Case Study
HEM002025,HS104136,LED004136,2026-05-14T05:00:00,Opened,CMP000002,Nurture 1 - Pain Point
HEM002026,HS102603,LED002603,2025-06-17T07:00:00,Opened,CMP000026,Quarterly Newsletter
HEM002027,HS103273,LED003273,2026-04-16T22:00:00,Delivered,CMP000029,Post-Demo Follow Up
HEM002028,HS101704,LED001704,2025-06-26T18:00:00,Clicked,CMP000016,Nurture 1 - Pain Point
HEM002029,HS100691,LED000691,2026-01-23T18:00:00,Delivered,CMP000035,Webinar Invite
HEM002030,HS100622,LED000622,2025-11-24T13:00:00,Delivered,CMP000002,CRM Audit Offer
HEM002031,HS103849,LED003849,2025-05-23T00:00:00,Opened,CMP000008,Quarterly Newsletter
HEM002032,HS103996,LED003996,2026-05-18T18:00:00,Delivered,CMP000014,CRM Audit Offer
HEM002033,HS103796,LED003796,2026-02-23T06:00:00,Delivered,CMP000034,Nurture 2 - Case Study
HEM002034,HS100358,LED000358,2025-09-03T18:00:00,Bounced,CMP000018,Quarterly Newsletter
HEM002035,HS102154,LED002154,2026-04-01T23:00:00,Delivered,CMP000036,Webinar Invite
HEM002036,HS101476,LED001476,2025-12-23T18:00:00,Opened,CMP000024,Nurture 1 - Pain Point
HEM002037,,LED001938,2026-05-20T02:00:00,Delivered,,Webinar Invite
HEM002038,HS100833,LED000833,2025-06-14T13:00:00,Opened,,Post-Demo Follow Up
HEM002039,HS102228,LED002228,2026-04-15T06:00:00,Opened,CMP000006,Nurture 2 - Case Study
HEM002040,HS101495,LED001495,2025-06-06T18:00:00,Delivered,CMP000017,Nurture 2 - Case Study
HEM002041,HS101567,LED001567,2026-01-04T18:00:00,Opened,CMP000016,CRM Audit Offer
HEM002042,HS103723,LED003723,2026-06-20T11:00:00,Delivered,CMP000011,Webinar Invite
HEM002043,HS103081,LED003081,2026-06-16T13:00:00,Opened,CMP000036,Nurture 2 - Case Study
HEM002044,HS103245,LED003245,2025-07-05T01:00:00,Unsubscribed,CMP000027,Post-Demo Follow Up
HEM002045,HS101742,LED001742,2026-02-14T23:00:00,Opened,CMP000001,Nurture 1 - Pain Point
HEM002046,HS102601,LED002601,2025-12-06T20:00:00,Delivered,CMP000036,Post-Demo Follow Up
HEM002047,HS102366,LED002366,2026-02-28T18:00:00,Delivered,CMP000026,CRM Audit Offer
HEM002048,HS101889,LED001889,2025-06-05T10:00:00,Opened,CMP000008,Post-Demo Follow Up
HEM002049,HS100551,LED000551,2025-12-21T13:00:00,Clicked,CMP000031,Webinar Invite
HEM002050,HS103894,LED003894,2026-05-21T13:00:00,Delivered,CMP000023,Post-Demo Follow Up
HEM002051,HS102422,LED002422,2025-11-10T13:00:00,Delivered,CMP000032,Quarterly Newsletter
HEM002052,HS100623,LED000623,2026-06-21T05:00:00,Opened,CMP000001,Nurture 1 - Pain Point
HEM002053,HS100107,LED000107,2026-01-14T12:00:00,Delivered,CMP000021,Nurture 2 - Case Study
HEM002054,HS103943,LED003943,2026-05-03T13:00:00,Delivered,CMP000036,Nurture 1 - Pain Point
HEM002055,HS100999,LED000999,2025-08-01T07:00:00,Opened,,Nurture 1 - Pain Point
HEM002056,HS100078,LED000078,2026-05-26T08:00:00,Delivered,CMP000009,Post-Demo Follow Up
HEM002057,HS100918,LED000918,2025-05-14T10:00:00,Bounced,CMP000004,Nurture 2 - Case Study
HEM002058,HS103550,LED003550,2025-09-23T00:00:00,Replied,,Webinar Invite
HEM002059,,LED001720,2025-10-21T03:00:00,Delivered,CMP000013,Webinar Invite
HEM002060,HS103863,LED003863,2025-05-22T06:00:00,Opened,CMP000031,Post-Demo Follow Up
HEM002061,HS102327,LED002327,2026-02-10T22:00:00,Delivered,CMP000006,Nurture 1 - Pain Point
HEM002062,HS101240,LED001240,2025-04-13T19:00:00,Opened,CMP000024,Webinar Invite
HEM002063,HS101114,LED001114,2026-01-27T21:00:00,Delivered,CMP000008,Nurture 2 - Case Study
HEM002064,HS101831,LED001831,2025-08-20T14:00:00,Delivered,CMP000029,Post-Demo Follow Up
HEM002065,HS100501,LED000501,2025-07-31T17:00:00,Opened,CMP000009,Quarterly Newsletter
HEM002066,HS102668,LED002668,2025-07-03T08:00:00,Opened,,Quarterly Newsletter
HEM002067,HS102044,LED002044,2025-07-15T13:00:00,Opened,CMP000015,Webinar Invite
HEM002068,HS102538,LED002538,2025-03-29T22:00:00,Replied,CMP000026,Nurture 2 - Case Study
HEM002069,HS104166,LED004166,2025-07-19T03:00:00,Delivered,CMP000004,Nurture 1 - Pain Point
HEM002070,HS103051,LED003051,2025-08-04T01:00:00,Opened,CMP000011,Quarterly Newsletter
HEM002071,HS100245,LED000245,2025-03-10T04:00:00,Opened,CMP000036,CRM Audit Offer
HEM002072,HS103151,LED003151,2026-05-20T19:00:00,Delivered,CMP000034,CRM Audit Offer
HEM002073,HS101361,LED001361,2025-10-31T03:00:00,Opened,CMP000018,Webinar Invite
HEM002074,HS103948,LED003948,2026-06-22T13:00:00,Replied,,Webinar Invite
HEM002075,HS102853,LED002853,2025-02-19T21:00:00,Delivered,,Nurture 1 - Pain Point
HEM002076,,LED000512,2025-08-08T16:00:00,Clicked,CMP000028,Nurture 1 - Pain Point
HEM002077,HS104047,LED004047,2026-04-23T17:00:00,Delivered,CMP000004,Nurture 2 - Case Study
HEM002078,HS101873,LED001873,2025-04-19T18:00:00,Unsubscribed,CMP000016,Post-Demo Follow Up
HEM002079,HS100568,LED000568,2025-04-04T20:00:00,Delivered,CMP000015,Nurture 1 - Pain Point
HEM002080,HS104198,LED004198,2026-03-06T05:00:00,Clicked,CMP000036,CRM Audit Offer
HEM002081,HS100257,LED000257,2025-06-13T13:00:00,Delivered,CMP000006,Nurture 2 - Case Study
HEM002082,HS102013,LED002013,2025-09-21T21:00:00,Opened,CMP000004,Webinar Invite
HEM002083,HS103813,LED003813,2025-11-20T18:00:00,Opened,CMP000036,CRM Audit Offer
HEM002084,HS102230,LED002230,2026-06-30T00:00:00,Delivered,CMP000006,Nurture 2 - Case Study
HEM002085,HS101902,LED001902,2026-06-30T00:00:00,Delivered,CMP000019,CRM Audit Offer
HEM002086,HS101998,LED001998,2026-04-02T15:00:00,Opened,CMP000036,Nurture 1 - Pain Point
HEM002087,HS100922,LED000922,2026-01-04T05:00:00,Opened,CMP000010,CRM Audit Offer
HEM002088,HS101385,LED001385,2025-04-28T02:00:00,Delivered,CMP000014,Webinar Invite
HEM002089,HS101778,LED001778,2025-12-21T23:00:00,Delivered,CMP000028,Nurture 2 - Case Study
HEM002090,HS100102,LED000102,2025-01-19T03:00:00,Opened,CMP000004,CRM Audit Offer
HEM002091,HS103167,LED003167,2025-12-12T01:00:00,Clicked,CMP000023,Quarterly Newsletter
HEM002092,HS103343,LED003343,2026-03-15T13:00:00,Opened,CMP000034,Quarterly Newsletter
HEM002093,HS100261,LED000261,2025-05-15T03:00:00,Delivered,CMP000023,CRM Audit Offer
HEM002094,HS102321,LED002321,2026-02-20T23:00:00,Clicked,CMP000028,Nurture 2 - Case Study
HEM002095,HS103790,LED003790,2025-11-22T06:00:00,Bounced,CMP000004,Nurture 2 - Case Study
HEM002096,HS102310,LED002310,2025-08-20T18:00:00,Delivered,CMP000016,Webinar Invite
HEM002097,HS102729,LED002729,2025-10-21T23:00:00,Bounced,CMP000009,Quarterly Newsletter
HEM002098,HS103932,LED003932,2026-06-30T00:00:00,Delivered,CMP000004,Nurture 1 - Pain Point
HEM002099,HS101429,LED001429,2025-02-25T13:00:00,Replied,,CRM Audit Offer
HEM002100,HS104091,LED004091,2025-08-14T03:00:00,Bounced,CMP000030,CRM Audit Offer
HEM002101,HS100789,LED000789,2025-11-06T14:00:00,Opened,CMP000011,Post-Demo Follow Up
HEM002102,,LED002288,2025-10-15T01:00:00,Opened,CMP000022,Post-Demo Follow Up
HEM002103,HS103914,LED003914,2026-06-28T00:00:00,Delivered,CMP000020,Webinar Invite
HEM002104,HS101903,LED001903,2025-09-22T07:00:00,Delivered,CMP000029,Post-Demo Follow Up
HEM002105,HS101299,LED001299,2026-01-27T19:00:00,Clicked,CMP000014,Nurture 1 - Pain Point
HEM002106,,LED001574,2026-02-19T09:00:00,Delivered,CMP000013,Nurture 1 - Pain Point
HEM002107,HS101625,LED001625,2026-02-05T01:00:00,Bounced,CMP000017,Quarterly Newsletter
HEM002108,HS103929,LED003929,2025-05-11T04:00:00,Delivered,CMP000004,Webinar Invite
HEM002109,HS100537,LED000537,2025-10-16T02:00:00,Opened,,Nurture 1 - Pain Point
HEM002110,HS101072,LED001072,2026-01-07T01:00:00,Delivered,CMP000025,Post-Demo Follow Up
HEM002111,HS103455,LED003455,2025-08-18T04:00:00,Opened,CMP000021,CRM Audit Offer
HEM002112,HS103750,LED003750,2026-04-18T06:00:00,Delivered,CMP000020,Quarterly Newsletter
HEM002113,HS102718,LED002718,2025-05-16T22:00:00,Delivered,CMP000015,Post-Demo Follow Up
HEM002114,HS101547,LED001547,2025-05-16T12:00:00,Opened,CMP000008,Nurture 2 - Case Study
HEM002115,HS100612,LED000612,2025-10-22T20:00:00,Opened,CMP000028,Nurture 1 - Pain Point
HEM002116,HS100861,LED000861,2025-07-16T12:00:00,Opened,CMP000030,Webinar Invite
HEM002117,HS104160,LED004160,2025-12-29T04:00:00,Opened,CMP000032,Post-Demo Follow Up
HEM002118,HS103821,LED003821,2025-10-09T19:00:00,Delivered,CMP000009,Nurture 1 - Pain Point
HEM002119,HS101205,LED001205,2026-03-10T07:00:00,Opened,CMP000030,Nurture 2 - Case Study
HEM002120,HS103121,LED003121,2026-04-23T01:00:00,Delivered,CMP000028,Post-Demo Follow Up
HEM002121,HS102182,LED002182,2025-12-25T14:00:00,Delivered,CMP000027,Post-Demo Follow Up
HEM002122,HS100792,LED000792,2026-05-13T02:00:00,Delivered,CMP000003,Nurture 2 - Case Study
HEM002123,HS100749,LED000749,2026-06-22T15:00:00,Delivered,CMP000009,CRM Audit Offer
HEM002124,HS104101,LED004101,2026-06-06T03:00:00,Delivered,CMP000014,Post-Demo Follow Up
HEM002125,HS100422,LED000422,2025-09-06T02:00:00,Opened,CMP000015,Nurture 1 - Pain Point
HEM002126,HS101617,LED001617,2025-04-07T23:00:00,Replied,CMP000020,Quarterly Newsletter
HEM002127,HS101177,LED001177,2026-03-19T05:00:00,Delivered,CMP000005,Quarterly Newsletter
HEM002128,HS102863,LED002863,2025-10-18T08:00:00,Replied,CMP000003,Quarterly Newsletter
HEM002129,HS101217,LED001217,2026-06-30T00:00:00,Delivered,,Nurture 2 - Case Study
HEM002130,,LED002826,2025-05-12T13:00:00,Opened,CMP000019,Nurture 1 - Pain Point
HEM002131,HS104042,LED004042,2025-06-17T01:00:00,Clicked,CMP000011,Nurture 1 - Pain Point
HEM002132,HS102959,LED002959,2025-12-31T11:00:00,Bounced,CMP000034,Quarterly Newsletter
HEM002133,HS103835,LED003835,2025-10-27T21:00:00,Delivered,CMP000016,Quarterly Newsletter
HEM002134,,LED000609,2025-12-18T13:00:00,Replied,CMP000006,Post-Demo Follow Up
HEM002135,HS102337,LED002337,2025-10-13T15:00:00,Delivered,CMP000014,Post-Demo Follow Up
HEM002136,HS100859,LED000859,2026-06-21T08:00:00,Delivered,CMP000034,CRM Audit Offer
HEM002137,HS101461,LED001461,2025-05-15T12:00:00,Opened,CMP000002,Nurture 1 - Pain Point
HEM002138,,LED004050,2025-03-07T11:00:00,Opened,CMP000023,CRM Audit Offer
HEM002139,HS103893,LED003893,2025-10-03T11:00:00,Delivered,CMP000022,Nurture 2 - Case Study
HEM002140,HS102401,LED002401,2025-09-25T12:00:00,Delivered,CMP000024,Webinar Invite
HEM002141,HS100581,LED000581,2026-06-12T18:00:00,Replied,CMP000028,Nurture 2 - Case Study
HEM002142,HS103633,LED003633,2025-05-04T05:00:00,Opened,CMP000025,Quarterly Newsletter
HEM002143,HS102144,LED002144,2025-05-23T01:00:00,Bounced,CMP000015,Webinar Invite
HEM002144,HS102782,LED002782,2026-04-19T13:00:00,Delivered,CMP000009,Webinar Invite
HEM002145,HS102179,LED002179,2025-07-09T03:00:00,Unsubscribed,CMP000016,CRM Audit Offer
HEM002146,HS100490,LED000490,2025-02-22T13:00:00,Opened,CMP000031,Webinar Invite
HEM002147,HS103810,LED003810,2026-03-27T06:00:00,Opened,CMP000015,Webinar Invite
HEM002148,HS102706,LED002706,2025-11-13T10:00:00,Delivered,CMP000019,Webinar Invite
HEM002149,,LED001029,2026-04-27T15:00:00,Clicked,CMP000014,Post-Demo Follow Up
HEM002150,,LED001365,2026-03-18T02:00:00,Delivered,CMP000034,Nurture 1 - Pain Point
HEM002151,HS103788,LED003788,2025-05-06T00:00:00,Opened,CMP000031,Nurture 2 - Case Study
HEM002152,HS100195,LED000195,2026-04-18T03:00:00,Delivered,CMP000010,Webinar Invite
HEM002153,HS103708,LED003708,2026-02-24T14:00:00,Opened,CMP000011,Quarterly Newsletter
HEM002154,HS102803,LED002803,2026-06-26T19:00:00,Delivered,CMP000024,Post-Demo Follow Up
HEM002155,HS103273,LED003273,2026-03-14T14:00:00,Clicked,CMP000011,Nurture 1 - Pain Point
HEM002156,HS102355,LED002355,2026-06-10T06:00:00,Delivered,CMP000002,CRM Audit Offer
HEM002157,HS102591,LED002591,2025-07-06T14:00:00,Replied,CMP000010,Nurture 2 - Case Study
HEM002158,HS100279,LED000279,2025-08-30T16:00:00,Delivered,CMP000014,Nurture 1 - Pain Point
HEM002159,,LED002338,2026-03-23T13:00:00,Clicked,CMP000032,Post-Demo Follow Up
HEM002160,HS103445,LED003445,2025-08-28T05:00:00,Clicked,CMP000027,Nurture 2 - Case Study
HEM002161,HS102825,LED002825,2026-06-30T00:00:00,Delivered,CMP000005,Post-Demo Follow Up
HEM002162,HS102551,LED002551,2026-06-30T00:00:00,Delivered,CMP000015,Nurture 1 - Pain Point
HEM002163,HS100719,LED000719,2025-10-24T21:00:00,Delivered,CMP000005,Nurture 1 - Pain Point
HEM002164,HS100822,LED000822,2025-12-16T12:00:00,Delivered,CMP000034,Nurture 2 - Case Study
HEM002165,HS101226,LED001226,2025-11-03T21:00:00,Unsubscribed,CMP000005,Nurture 1 - Pain Point
HEM002166,HS103497,LED003497,2026-01-22T19:00:00,Opened,CMP000023,Quarterly Newsletter
HEM002167,,LED000526,2025-04-10T13:00:00,Delivered,CMP000009,Post-Demo Follow Up
HEM002168,HS100838,LED000838,2025-08-26T20:00:00,Replied,CMP000024,Webinar Invite
HEM002169,HS101688,LED001688,2026-06-20T04:00:00,Opened,CMP000012,Quarterly Newsletter
HEM002170,HS103777,LED003777,2025-12-08T08:00:00,Delivered,,Nurture 2 - Case Study
HEM002171,HS102032,LED002032,2025-09-19T17:00:00,Delivered,CMP000020,Nurture 1 - Pain Point
HEM002172,HS101049,LED001049,2026-06-12T03:00:00,Clicked,CMP000004,Nurture 1 - Pain Point
HEM002173,HS101441,LED001441,2025-06-21T03:00:00,Opened,,Webinar Invite
HEM002174,HS101391,LED001391,2026-03-13T23:00:00,Clicked,CMP000011,Post-Demo Follow Up
HEM002175,HS101756,LED001756,2025-12-10T08:00:00,Opened,CMP000005,Webinar Invite
HEM002176,HS103088,LED003088,2025-11-20T07:00:00,Delivered,CMP000010,CRM Audit Offer
HEM002177,HS101487,LED001487,2025-03-19T22:00:00,Unsubscribed,CMP000018,Quarterly Newsletter
HEM002178,HS102950,LED002950,2025-10-06T18:00:00,Clicked,CMP000015,CRM Audit Offer
HEM002179,HS102033,LED002033,2025-08-07T17:00:00,Delivered,CMP000005,Nurture 1 - Pain Point
HEM002180,HS104177,LED004177,2026-03-29T00:00:00,Replied,CMP000017,Webinar Invite
HEM002181,HS102049,LED002049,2025-06-01T06:00:00,Delivered,CMP000002,Post-Demo Follow Up
HEM002182,HS102551,LED002551,2026-05-27T03:00:00,Delivered,CMP000010,CRM Audit Offer
HEM002183,HS101125,LED001125,2026-06-30T00:00:00,Unsubscribed,CMP000036,Nurture 1 - Pain Point
HEM002184,HS103592,LED003592,2025-08-26T15:00:00,Opened,CMP000020,Nurture 1 - Pain Point
HEM002185,HS103335,LED003335,2025-11-29T03:00:00,Opened,CMP000024,Post-Demo Follow Up
HEM002186,HS103751,LED003751,2026-06-27T03:00:00,Clicked,CMP000020,CRM Audit Offer
HEM002187,HS100074,LED000074,2025-04-29T04:00:00,Delivered,CMP000005,Webinar Invite
HEM002188,HS102707,LED002707,2026-03-19T11:00:00,Opened,CMP000026,CRM Audit Offer
HEM002189,,LED003223,2026-01-31T08:00:00,Clicked,CMP000011,Nurture 1 - Pain Point
HEM002190,,LED002209,2025-04-09T10:00:00,Opened,CMP000020,Nurture 2 - Case Study
HEM002191,HS101225,LED001225,2026-05-31T22:00:00,Delivered,CMP000002,Webinar Invite
HEM002192,HS100105,LED000105,2026-05-01T05:00:00,Opened,CMP000014,Nurture 2 - Case Study
HEM002193,HS100708,LED000708,2026-06-17T12:00:00,Bounced,CMP000017,CRM Audit Offer
HEM002194,HS100029,LED000029,2026-02-04T17:00:00,Replied,CMP000024,Nurture 2 - Case Study
HEM002195,HS104111,LED004111,2026-05-22T03:00:00,Opened,CMP000001,Webinar Invite
HEM002196,HS102443,LED002443,2026-02-24T21:00:00,Delivered,CMP000023,CRM Audit Offer
HEM002197,HS103832,LED003832,2025-09-25T03:00:00,Opened,CMP000027,Webinar Invite
HEM002198,HS100719,LED000719,2025-11-11T22:00:00,Clicked,CMP000022,Nurture 1 - Pain Point
HEM002199,HS100776,LED000776,2026-04-15T15:00:00,Delivered,CMP000007,Nurture 1 - Pain Point
HEM002200,HS101425,LED001425,2026-01-05T04:00:00,Clicked,CMP000032,Webinar Invite
HEM002201,HS102761,LED002761,2026-01-01T11:00:00,Delivered,CMP000013,Nurture 2 - Case Study
HEM002202,HS100796,LED000796,2026-06-02T15:00:00,Unsubscribed,CMP000023,Webinar Invite
HEM002203,HS103825,LED003825,2025-12-01T21:00:00,Bounced,CMP000007,Post-Demo Follow Up
HEM002204,HS100631,LED000631,2025-08-14T07:00:00,Opened,CMP000029,Nurture 2 - Case Study
HEM002205,HS102577,LED002577,2026-05-29T17:00:00,Opened,CMP000032,Nurture 1 - Pain Point
HEM002206,HS101953,LED001953,2026-06-30T00:00:00,Delivered,CMP000016,Nurture 1 - Pain Point
HEM002207,HS102615,LED002615,2026-04-23T13:00:00,Unsubscribed,,Nurture 1 - Pain Point
HEM002208,HS101360,LED001360,2025-09-30T23:00:00,Delivered,CMP000008,Nurture 1 - Pain Point
HEM002209,HS100452,LED000452,2025-12-09T07:00:00,Opened,CMP000023,Quarterly Newsletter
HEM002210,HS102915,LED002915,2025-08-09T02:00:00,Opened,CMP000010,Post-Demo Follow Up
HEM002211,HS100554,LED000554,2026-06-30T00:00:00,Clicked,CMP000001,CRM Audit Offer
HEM002212,HS100340,LED000340,2025-01-22T02:00:00,Delivered,CMP000017,Nurture 1 - Pain Point
HEM002213,HS102472,LED002472,2026-06-30T00:00:00,Opened,CMP000001,Nurture 1 - Pain Point
HEM002214,HS102959,LED002959,2025-12-28T11:00:00,Bounced,CMP000035,Nurture 1 - Pain Point
HEM002215,HS101501,LED001501,2025-10-24T19:00:00,Opened,CMP000024,Nurture 2 - Case Study
HEM002216,HS100369,LED000369,2026-03-27T05:00:00,Delivered,CMP000005,Post-Demo Follow Up
HEM002217,HS102037,LED002037,2025-08-07T14:00:00,Opened,CMP000008,CRM Audit Offer
HEM002218,HS100825,LED000825,2025-11-22T10:00:00,Delivered,CMP000006,Webinar Invite
HEM002219,HS103616,LED003616,2026-04-12T11:00:00,Bounced,CMP000026,Nurture 1 - Pain Point
HEM002220,HS101256,LED001256,2025-08-06T03:00:00,Delivered,CMP000025,Webinar Invite
HEM002221,HS102094,LED002094,2025-04-21T04:00:00,Delivered,CMP000032,Webinar Invite
HEM002222,HS103399,LED003399,2026-06-13T19:00:00,Delivered,CMP000031,Nurture 1 - Pain Point
HEM002223,HS103184,LED003184,2026-02-11T13:00:00,Replied,CMP000011,Quarterly Newsletter
HEM002224,HS103778,LED003778,2026-04-21T15:00:00,Delivered,CMP000014,Webinar Invite
HEM002225,HS104071,LED004071,2026-06-04T19:00:00,Opened,,CRM Audit Offer
HEM002226,HS102116,LED002116,2025-02-09T10:00:00,Delivered,CMP000017,CRM Audit Offer
HEM002227,HS102485,LED002485,2025-09-09T17:00:00,Delivered,,Nurture 1 - Pain Point
HEM002228,HS100698,LED000698,2026-06-30T00:00:00,Opened,CMP000027,Quarterly Newsletter
HEM002229,,LED000726,2025-07-30T06:00:00,Delivered,CMP000016,Nurture 2 - Case Study
HEM002230,HS100573,LED000573,2025-10-03T23:00:00,Clicked,CMP000031,Nurture 1 - Pain Point
HEM002231,HS100931,LED000931,2025-03-11T11:00:00,Delivered,CMP000034,Nurture 1 - Pain Point
HEM002232,HS101664,LED001664,2025-04-29T18:00:00,Delivered,CMP000030,Nurture 2 - Case Study
HEM002233,HS101621,LED001621,2026-02-18T06:00:00,Delivered,CMP000025,Nurture 1 - Pain Point
HEM002234,HS103993,LED003993,2026-02-11T22:00:00,Opened,CMP000012,Webinar Invite
HEM002235,HS103194,LED003194,2025-09-18T14:00:00,Unsubscribed,CMP000008,Nurture 2 - Case Study
HEM002236,HS100977,LED000977,2025-06-04T10:00:00,Clicked,CMP000030,Nurture 1 - Pain Point
HEM002237,HS102960,LED002960,2026-03-15T11:00:00,Opened,CMP000027,CRM Audit Offer
HEM002238,HS101542,LED001542,2026-06-30T00:00:00,Delivered,CMP000008,CRM Audit Offer
HEM002239,HS100789,LED000789,2026-01-30T06:00:00,Clicked,CMP000030,CRM Audit Offer
HEM002240,HS102768,LED002768,2025-11-03T20:00:00,Opened,CMP000015,CRM Audit Offer
HEM002241,HS100780,LED000780,2026-03-28T10:00:00,Delivered,CMP000030,CRM Audit Offer
HEM002242,HS102571,LED002571,2025-03-01T10:00:00,Delivered,CMP000028,Webinar Invite
HEM002243,HS102600,LED002600,2025-10-01T05:00:00,Delivered,CMP000004,Post-Demo Follow Up
HEM002244,HS103775,LED003775,2026-04-16T08:00:00,Opened,CMP000012,Nurture 2 - Case Study
HEM002245,HS100107,LED000107,2026-02-16T10:00:00,Bounced,CMP000015,CRM Audit Offer
HEM002246,HS103403,LED003403,2025-05-30T15:00:00,Replied,CMP000028,Quarterly Newsletter
HEM002247,HS100279,LED000279,2025-05-21T13:00:00,Opened,CMP000018,Webinar Invite
HEM002248,HS104144,LED004144,2025-05-17T06:00:00,Opened,CMP000002,Webinar Invite
HEM002249,HS101122,LED001122,2026-04-18T16:00:00,Opened,CMP000011,CRM Audit Offer
HEM002250,HS101496,LED001496,2026-04-17T22:00:00,Delivered,CMP000002,Quarterly Newsletter
HEM002251,HS102679,LED002679,2025-03-02T01:00:00,Delivered,CMP000015,CRM Audit Offer
HEM002252,HS103088,LED003088,2026-02-01T17:00:00,Delivered,CMP000010,Nurture 1 - Pain Point
HEM002253,HS100040,LED000040,2025-10-04T18:00:00,Opened,CMP000004,Nurture 2 - Case Study
HEM002254,HS102470,LED002470,2025-08-22T19:00:00,Delivered,CMP000018,Webinar Invite
HEM002255,HS101964,LED001964,2026-02-03T16:00:00,Clicked,,Nurture 1 - Pain Point
HEM002256,HS101475,LED001475,2025-08-18T05:00:00,Delivered,CMP000021,Webinar Invite
HEM002257,HS101054,LED001054,2025-08-10T20:00:00,Delivered,CMP000017,Nurture 1 - Pain Point
HEM002258,HS100783,LED000783,2025-05-21T08:00:00,Delivered,CMP000003,Nurture 2 - Case Study
HEM002259,HS101464,LED001464,2025-09-03T15:00:00,Bounced,CMP000026,Nurture 2 - Case Study
HEM002260,,LED003834,2026-06-24T20:00:00,Delivered,CMP000025,CRM Audit Offer
HEM002261,HS100107,LED000107,2026-02-06T19:00:00,Delivered,CMP000001,CRM Audit Offer
HEM002262,HS100798,LED000798,2025-03-15T12:00:00,Delivered,CMP000020,Post-Demo Follow Up
HEM002263,HS103172,LED003172,2025-05-17T08:00:00,Opened,CMP000003,Webinar Invite
HEM002264,HS101364,LED001364,2025-09-29T10:00:00,Delivered,CMP000004,Webinar Invite
HEM002265,HS103435,LED003435,2026-05-27T15:00:00,Delivered,CMP000036,Quarterly Newsletter
HEM002266,HS103813,LED003813,2025-11-09T16:00:00,Opened,CMP000002,CRM Audit Offer
HEM002267,HS104065,LED004065,2025-05-01T00:00:00,Opened,CMP000019,Nurture 1 - Pain Point
HEM002268,HS100958,LED000958,2026-05-18T02:00:00,Opened,CMP000007,Nurture 1 - Pain Point
HEM002269,HS104007,LED004007,2025-06-03T13:00:00,Clicked,CMP000006,Post-Demo Follow Up
HEM002270,,LED002334,2025-10-18T12:00:00,Opened,CMP000036,Nurture 1 - Pain Point
HEM002271,HS101125,LED001125,2026-06-19T22:00:00,Delivered,CMP000013,Webinar Invite
HEM002272,HS103433,LED003433,2025-05-19T12:00:00,Delivered,CMP000019,Post-Demo Follow Up
HEM002273,HS102508,LED002508,2026-06-30T00:00:00,Delivered,CMP000035,Nurture 1 - Pain Point
HEM002274,HS100912,LED000912,2026-06-21T18:00:00,Opened,CMP000005,Nurture 2 - Case Study
HEM002275,HS101100,LED001100,2025-09-03T02:00:00,Delivered,,Nurture 1 - Pain Point
HEM002276,HS103419,LED003419,2025-05-20T12:00:00,Delivered,CMP000035,CRM Audit Offer
HEM002277,HS103528,LED003528,2025-08-19T10:00:00,Clicked,CMP000030,Quarterly Newsletter
HEM002278,HS102531,LED002531,2025-04-21T07:00:00,Delivered,CMP000030,Nurture 2 - Case Study
HEM002279,HS100782,LED000782,2025-11-24T20:00:00,Clicked,CMP000005,Nurture 1 - Pain Point
HEM002280,HS103729,LED003729,2026-05-15T04:00:00,Delivered,CMP000032,Nurture 2 - Case Study
HEM002281,HS103274,LED003274,2025-10-19T00:00:00,Opened,CMP000029,CRM Audit Offer
HEM002282,HS102683,LED002683,2025-05-16T09:00:00,Opened,CMP000011,Nurture 2 - Case Study
HEM002283,HS103391,LED003391,2026-04-20T11:00:00,Delivered,CMP000009,Webinar Invite
HEM002284,HS101064,LED001064,2026-05-30T16:00:00,Opened,CMP000010,Webinar Invite
HEM002285,HS103614,LED003614,2025-09-22T23:00:00,Unsubscribed,CMP000021,CRM Audit Offer
HEM002286,HS103847,LED003847,2026-06-30T00:00:00,Opened,CMP000023,Nurture 2 - Case Study
HEM002287,HS103739,LED003739,2026-05-19T14:00:00,Delivered,CMP000008,Quarterly Newsletter
HEM002288,HS101140,LED001140,2026-03-24T11:00:00,Delivered,CMP000006,CRM Audit Offer
HEM002289,HS102314,LED002314,2026-06-30T00:00:00,Delivered,CMP000003,Nurture 2 - Case Study
HEM002290,HS101233,LED001233,2026-05-25T22:00:00,Delivered,CMP000028,Webinar Invite
HEM002291,HS103161,LED003161,2026-04-20T05:00:00,Delivered,CMP000011,Quarterly Newsletter
HEM002292,HS102555,LED002555,2026-05-19T00:00:00,Delivered,,CRM Audit Offer
HEM002293,HS103636,LED003636,2026-03-20T11:00:00,Delivered,CMP000025,Quarterly Newsletter
HEM002294,HS101075,LED001075,2025-08-22T02:00:00,Delivered,CMP000007,Webinar Invite
