task_id,activity_date,owner_id,related_object_type,related_object_id,task_type,subject,status,outcome,duration_minutes,logged_in_system
TSK001833,2025-08-22,USR000016,Contact,CON002426,Call,Call - Left Voicemail,Completed,Left Voicemail,15,HubSpot
TSK001834,2026-01-14,USR000026,Lead,LED002699,LinkedIn Touch,LinkedIn Touch - Completed,Completed,Completed,30,HubSpot
TSK001835,2026-01-12,USR000009,Lead,LED001290,Internal Note,Internal Note - Pending,Open,Pending,15,Salesforce
TSK001836,2025-11-06,USR000019,Contact,CON001709,Call,Call - Completed,Completed,Completed,30,Salesforce
TSK001837,2025-05-13,USR000024,Lead,LED003507,Email,Email - Opened,Completed,Opened,15,Manual
TSK001838,2025-04-23,USR000016,Lead,LED002677,Meeting,Meeting - Connected,Completed,Connected,30,Manual
TSK001839,2025-08-30,USR000005,Contact,CON000708,Meeting,Meeting - No Show,Completed,No Show,30,Outreach
TSK001840,2025-04-03,USR000015,Opportunity,OPP001560,Demo,Demo - Connected,Completed,Connected,30,Outreach
TSK001841,2025-06-22,USR000011,Lead,LED000317,Follow-up,Follow-up - No Response,Completed,No Response,45,Outreach
TSK001842,2026-04-14,USR000002,Contact,CON001068,Email,Email - Sent,Open,Sent,45,Salesforce
TSK001843,2025-11-04,USR000025,Lead,LED002872,Follow-up,Follow-up - Completed,Completed,Completed,15,Salesforce
TSK001844,2026-02-24,USR000002,Lead,LED001580,Meeting,Meeting - Connected,Completed,Connected,10,Gong
TSK001845,2025-07-04,USR000014,Contact,CON003142,Call,Call - Rescheduled,Completed,Rescheduled,10,Gong
TSK001846,2025-04-23,USR000019,Lead,LED001382,Call,Call - Left Voicemail,Completed,Left Voicemail,45,HubSpot
TSK001847,2025-06-19,USR000022,Lead,LED000017,Email,Email - Sent,Completed,Sent,20,HubSpot
TSK001848,2025-11-06,USR000016,Lead,LED001843,Meeting,Meeting - Completed,Completed,Completed,30,Manual
TSK001849,2025-06-05,USR000008,Contact,CON002436,LinkedIn Touch,LinkedIn Touch - No Response,Completed,No Response,15,HubSpot
TSK001850,2025-02-10,USR000028,Lead,LED001109,Email,Email - Opened,Completed,Opened,15,Outreach
TSK001851,2025-06-06,USR000022,Lead,LED001795,LinkedIn Touch,LinkedIn Touch - No Response,Completed,No Response,10,Outreach
TSK001852,2026-04-27,USR000010,Opportunity,OPP001141,Call,Call - Connected,Completed,Connected,45,Salesforce
TSK001853,2026-01-05,USR000024,Opportunity,OPP001214,Email,Email - Opened,Completed,Opened,15,Manual
TSK001854,2025-06-24,USR000016,Opportunity,OPP000630,Demo,Demo - Left Voicemail,Completed,Left Voicemail,45,Gong
TSK001855,2025-04-07,USR000005,Contact,CON002959,Call,Call - Rescheduled,Completed,Rescheduled,10,Salesforce
TSK001856,2026-01-15,USR000008,Lead,LED000770,Call,Call - Completed,Open,Completed,20,Outreach
TSK001857,2025-12-09,USR000026,Contact,CON003101,Meeting,Meeting - Connected,Completed,Connected,10,Manual
TSK001858,2025-11-05,USR000012,Lead,LED002108,Call,Call - Left Voicemail,Completed,Left Voicemail,15,Gong
TSK001859,2025-03-03,USR000023,Contact,CON002460,Follow-up,Follow-up - Completed,Completed,Completed,15,Gong
TSK001860,2025-02-24,USR000003,Opportunity,OPP000144,Email,Email - Sent,Open,Sent,5,Outreach
TSK001861,2025-08-14,USR000025,Contact,CON002414,Follow-up,Follow-up - Replied,Open,Replied,60,Outreach
TSK001862,2025-07-21,USR000021,Lead,LED000816,Follow-up,Follow-up - Completed,Completed,Completed,15,Outreach
TSK001863,2026-05-02,USR000007,Opportunity,OPP000947,LinkedIn Touch,LinkedIn Touch - Pending,Completed,Pending,5,Outreach
TSK001864,2026-03-14,USR000008,Opportunity,OPP000633,Email,Email - Opened,Completed,Opened,5,Salesforce
TSK001865,2025-09-20,USR000023,Contact,CON001383,Email,Email - Sent,Completed,Sent,30,Gong
TSK001866,2025-02-08,USR000002,Lead,LED003893,Email,Email - Sent,Completed,Sent,10,Gong
TSK001867,2025-11-04,USR000013,Contact,CON001936,Demo,Demo - Connected,Open,Connected,60,Gong
TSK001868,2025-11-06,USR000019,Contact,CON001064,Follow-up,Follow-up - No Response,Completed,No Response,15,Gong
TSK001869,2026-02-20,USR000019,Contact,CON000778,Follow-up,Follow-up - No Response,Completed,No Response,20,Manual
TSK001870,2025-06-06,USR000017,Opportunity,OPP000238,Meeting,Meeting - Connected,Completed,Connected,15,Gong
TSK001871,2025-03-16,USR000011,Lead,LED000447,Meeting,Meeting - Left Voicemail,Completed,Left Voicemail,10,HubSpot
TSK001872,2025-11-08,USR000001,Opportunity,OPP001076,LinkedIn Touch,LinkedIn Touch - Completed,Completed,Completed,20,Outreach
TSK001873,2025-08-06,USR000027,Lead,LED001921,Call,Call - Left Voicemail,Completed,Left Voicemail,10,Gong
TSK001874,2025-09-03,USR000002,Opportunity,OPP001308,Follow-up,Follow-up - Replied,Completed,Replied,5,Outreach
TSK001875,2026-02-08,USR000009,Contact,CON002536,Call,Call - Completed,Completed,Completed,60,Salesforce
TSK001876,2026-02-13,USR000028,Opportunity,OPP001351,Demo,Demo - Completed,Completed,Completed,5,Gong
TSK001877,2025-04-15,USR000027,Opportunity,OPP001226,Email,Email - Bounced,Completed,Bounced,15,Gong
TSK001878,2025-04-27,USR000013,Lead,LED003236,Call,Call - Left Voicemail,Open,Left Voicemail,30,HubSpot
TSK001879,2026-02-02,USR000023,Contact,CON000034,Email,Email - Replied,Completed,Replied,10,Gong
TSK001880,2025-11-23,USR000007,Contact,CON002752,Call,Call - Connected,Completed,Connected,10,HubSpot
TSK001881,2026-04-05,USR000016,Lead,LED000108,Call,Call - Completed,Completed,Completed,20,Outreach
TSK001882,2025-08-06,USR000015,Contact,CON000146,Meeting,Meeting - Left Voicemail,Completed,Left Voicemail,5,Gong
TSK001883,2025-04-19,USR000018,Contact,CON002989,Email,Email - Clicked,Completed,Clicked,15,HubSpot
TSK001884,2025-03-03,USR000003,Lead,LED000574,Call,Call - Completed,Completed,Completed,10,HubSpot
TSK001885,2025-07-17,USR000011,Contact,CON001598,Email,Email - Opened,Completed,Opened,15,HubSpot
TSK001886,2026-01-04,USR000022,Contact,CON002455,Email,Email - Sent,Completed,Sent,15,Manual
TSK001887,2026-01-25,USR000026,Opportunity,OPP000493,Call,Call - Left Voicemail,Open,Left Voicemail,20,Gong
TSK001888,2025-09-29,USR000007,Lead,LED000528,Follow-up,Follow-up - Completed,Completed,Completed,15,Manual
TSK001889,2025-05-05,USR000002,Contact,CON000111,Email,Email - Sent,Open,Sent,15,Outreach
TSK001890,2025-03-25,USR000013,Lead,LED003770,Follow-up,Follow-up - Completed,Completed,Completed,60,HubSpot
TSK001891,2026-02-27,USR000023,Lead,LED000953,Follow-up,Follow-up - Replied,Completed,Replied,30,Manual
TSK001892,2026-04-28,USR000003,Lead,LED002545,Demo,Demo - Left Voicemail,Completed,Left Voicemail,20,Gong
TSK001893,2026-04-27,USR000016,Opportunity,OPP000450,Email,Email - Opened,Completed,Opened,20,HubSpot
TSK001894,2025-08-27,USR000025,Contact,CON001421,Email,Email - Replied,Completed,Replied,5,HubSpot
TSK001895,2025-08-08,USR000003,Contact,CON003378,Call,Call - Connected,Completed,Connected,20,Salesforce
TSK001896,2025-06-11,USR000012,Opportunity,OPP000515,Call,Call - Rescheduled,Open,Rescheduled,5,Manual
TSK001897,2025-02-19,USR000005,Lead,LED000912,Follow-up,Follow-up - Replied,Open,Replied,20,Outreach
TSK001898,2025-03-18,USR000027,Contact,CON002169,Call,Call - Connected,Completed,Connected,5,Manual
TSK001899,2025-03-23,USR000025,Contact,CON002504,Call,Call - Left Voicemail,Completed,Left Voicemail,20,Salesforce
TSK001900,2026-01-29,USR000008,Contact,CON000805,Email,Email - Clicked,Completed,Clicked,15,HubSpot
TSK001901,2026-03-20,USR000026,Opportunity,OPP000742,Call,Call - Left Voicemail,Completed,Left Voicemail,20,Outreach
TSK001902,2025-11-22,USR000026,Opportunity,OPP000610,Call,Call - Left Voicemail,Open,Left Voicemail,30,Outreach
TSK001903,2025-02-12,USR000017,Lead,LED000080,Call,Call - Completed,Completed,Completed,15,Salesforce
TSK001904,2026-02-21,USR000011,Lead,LED004070,Email,Email - Clicked,Completed,Clicked,20,Manual
TSK001905,2026-04-17,USR000020,Opportunity,OPP000140,Email,Email - Sent,Completed,Sent,30,HubSpot
TSK001906,2026-03-31,USR000027,Lead,LED002436,Meeting,Meeting - Completed,Completed,Completed,60,Manual
TSK001907,2025-06-04,USR000006,Opportunity,OPP000362,Call,Call - Connected,Completed,Connected,15,HubSpot
TSK001908,2026-04-26,USR000003,Lead,LED003049,Internal Note,Internal Note - No Response,Completed,No Response,20,Outreach
TSK001909,2025-06-14,USR000011,Opportunity,OPP001264,Internal Note,Internal Note - Completed,Completed,Completed,5,Salesforce
TSK001910,2025-05-30,USR000017,Lead,LED000028,Follow-up,Follow-up - Pending,Completed,Pending,10,Outreach
TSK001911,2026-04-08,USR000020,Lead,LED000822,LinkedIn Touch,LinkedIn Touch - Replied,Completed,Replied,60,Manual
TSK001912,2026-06-19,USR000014,Contact,CON001961,Meeting,Meeting - Connected,Completed,Connected,45,Manual
TSK001913,2025-10-23,USR000017,Lead,LED002619,Call,Call - Rescheduled,Completed,Rescheduled,10,Gong
TSK001914,2026-03-11,USR000021,Contact,CON001183,Email,Email - Replied,Completed,Replied,5,Salesforce
TSK001915,2026-05-12,USR000019,Opportunity,OPP000665,Follow-up,Follow-up - Pending,Completed,Pending,30,Outreach
TSK001916,2025-02-06,USR000005,Opportunity,OPP001384,LinkedIn Touch,LinkedIn Touch - Replied,Completed,Replied,10,Gong
TSK001917,2026-05-12,USR000001,Opportunity,OPP000110,Call,Call - No Show,Open,No Show,20,Outreach
TSK001918,2026-03-07,USR000006,Lead,LED003665,Email,Email - Opened,Completed,Opened,15,Gong
TSK001919,2026-03-13,USR000004,Lead,LED002086,Email,Email - Clicked,Completed,Clicked,10,Gong
TSK001920,2025-08-02,USR000016,Lead,LED003505,Email,Email - Sent,Completed,Sent,30,HubSpot
TSK001921,2026-03-07,USR000019,Lead,LED000930,LinkedIn Touch,LinkedIn Touch - Completed,Completed,Completed,30,Salesforce
TSK001922,2025-09-24,USR000024,Contact,CON002850,Call,Call - No Show,Completed,No Show,15,Salesforce
TSK001923,2025-12-08,USR000004,Opportunity,OPP001540,Call,Call - Connected,Completed,Connected,20,Salesforce
TSK001924,2025-01-13,USR000013,Opportunity,OPP000862,Follow-up,Follow-up - Completed,Completed,Completed,5,HubSpot
TSK001925,2025-11-15,USR000013,Lead,LED003387,Call,Call - Left Voicemail,Completed,Left Voicemail,15,Gong
TSK001926,2025-02-21,USR000004,Lead,LED001224,Call,Call - Completed,Completed,Completed,10,Gong
TSK001927,2025-10-04,USR000028,Lead,LED002431,Follow-up,Follow-up - Completed,Open,Completed,15,Manual
TSK001928,2025-12-22,USR000011,Opportunity,OPP001476,Internal Note,Internal Note - Completed,Completed,Completed,10,Manual
TSK001929,2025-06-26,USR000017,Opportunity,OPP001426,Email,Email - Replied,Completed,Replied,5,Manual
TSK001930,2026-03-28,USR000009,Contact,CON000591,Follow-up,Follow-up - No Response,Completed,No Response,10,Gong
TSK001931,2025-12-10,USR000019,Lead,LED001652,Call,Call - Rescheduled,Completed,Rescheduled,60,Outreach
TSK001932,2025-06-11,USR000023,Contact,CON000622,Demo,Demo - Completed,Completed,Completed,5,HubSpot
TSK001933,2026-06-15,USR000020,Opportunity,OPP001373,Email,Email - Replied,Completed,Replied,45,Salesforce
TSK001934,2026-06-09,USR000023,Lead,LED002657,Follow-up,Follow-up - Completed,Completed,Completed,20,Gong
TSK001935,2025-05-23,USR000009,Lead,LED000372,Email,Email - Opened,Completed,Opened,10,Salesforce
TSK001936,2025-10-26,USR000021,Opportunity,OPP001001,Call,Call - Connected,Completed,Connected,5,Gong
TSK001937,2025-04-02,USR000025,Lead,LED003548,Call,Call - No Show,Completed,No Show,30,Gong
TSK001938,2026-06-02,USR000013,Lead,LED002544,Email,Email - Replied,Completed,Replied,10,HubSpot
TSK001939,2025-02-16,USR000021,Contact,CON003093,Call,Call - Left Voicemail,Completed,Left Voicemail,10,HubSpot
TSK001940,2026-04-05,USR000022,Lead,LED002617,Demo,Demo - Completed,Completed,Completed,10,HubSpot
TSK001941,2026-02-09,USR000017,Contact,CON000355,Meeting,Meeting - Connected,Completed,Connected,45,Salesforce
TSK001942,2025-01-10,USR000025,Contact,CON003048,Email,Email - Opened,Open,Opened,60,Salesforce
TSK001943,2025-07-11,USR000010,Contact,CON003297,Meeting,Meeting - Rescheduled,Completed,Rescheduled,5,Outreach
TSK001944,2025-12-02,USR000019,Opportunity,OPP000039,Meeting,Meeting - Completed,Completed,Completed,15,HubSpot
TSK001945,2025-01-21,USR000009,Opportunity,OPP000909,Follow-up,Follow-up - Replied,Completed,Replied,15,Outreach
TSK001946,2026-02-03,USR000015,Contact,CON002799,Email,Email - Replied,Completed,Replied,10,Gong
TSK001947,2026-03-02,USR000019,Lead,LED003511,Call,Call - Connected,Completed,Connected,15,HubSpot
TSK001948,2025-09-13,USR000018,Lead,LED000317,Email,Email - Opened,Completed,Opened,15,Manual
TSK001949,2026-05-16,USR000002,Contact,CON000782,Email,Email - Sent,Completed,Sent,20,Outreach
TSK001950,2025-04-22,USR000005,Opportunity,OPP001461,Email,Email - Opened,Completed,Opened,10,Gong
TSK001951,2026-02-02,USR000002,Lead,LED001994,Demo,Demo - No Show,Open,No Show,15,Manual
TSK001952,2025-08-28,USR000003,Contact,CON002679,Meeting,Meeting - Rescheduled,Completed,Rescheduled,45,Manual
TSK001953,2025-05-12,USR000012,Contact,CON000548,Call,Call - Rescheduled,Completed,Rescheduled,45,Manual
TSK001954,2026-01-29,USR000017,Lead,LED002912,Call,Call - Completed,Completed,Completed,10,HubSpot
TSK001955,2025-03-06,USR000010,Lead,LED002085,Follow-up,Follow-up - No Response,Completed,No Response,30,Gong
TSK001956,2026-01-18,USR000017,Lead,LED002031,Follow-up,Follow-up - Pending,Completed,Pending,15,Manual
TSK001957,2026-02-08,USR000017,Opportunity,OPP000982,LinkedIn Touch,LinkedIn Touch - No Response,Open,No Response,10,Outreach
TSK001958,2026-01-08,USR000003,Contact,CON002809,Email,Email - Sent,Completed,Sent,20,Outreach
TSK001959,2026-04-11,USR000007,Contact,CON003184,Call,Call - Connected,Completed,Connected,10,Manual
TSK001960,2025-03-16,USR000021,Contact,CON001452,Follow-up,Follow-up - Completed,Completed,Completed,30,Manual
TSK001961,2025-04-17,USR000016,Contact,CON003253,Follow-up,Follow-up - No Response,Completed,No Response,10,Outreach
TSK001962,2026-05-22,USR000009,Lead,LED000824,Email,Email - Opened,Open,Opened,15,HubSpot
TSK001963,2026-06-06,USR000002,Opportunity,OPP000411,Call,Call - Left Voicemail,Completed,Left Voicemail,20,Gong
TSK001964,2026-04-25,USR000006,Opportunity,OPP001335,Email,Email - Replied,Completed,Replied,15,Manual
TSK001965,2026-02-20,USR000019,Lead,LED003885,Meeting,Meeting - Completed,Completed,Completed,15,Manual
TSK001966,2025-07-06,USR000008,Lead,LED000045,LinkedIn Touch,LinkedIn Touch - Replied,Completed,Replied,30,Gong
TSK001967,2025-12-16,USR000013,Contact,CON001894,Email,Email - Clicked,Completed,Clicked,20,Manual
TSK001968,2025-10-30,USR000025,Lead,LED002415,Call,Call - Completed,Completed,Completed,15,Outreach
TSK001969,2026-05-03,USR000023,Lead,LED001526,Call,Call - Left Voicemail,Open,Left Voicemail,10,HubSpot
TSK001970,2025-01-15,USR000020,Contact,CON002661,LinkedIn Touch,LinkedIn Touch - Replied,Completed,Replied,30,Manual
TSK001971,2025-03-20,USR000028,Contact,CON000612,Call,Call - Rescheduled,Completed,Rescheduled,10,Outreach
TSK001972,2025-05-27,USR000014,Lead,LED002810,Email,Email - Opened,Open,Opened,10,Manual
TSK001973,2026-04-13,USR000012,Opportunity,OPP000408,Call,Call - Completed,Completed,Completed,5,Salesforce
TSK001974,2025-05-28,USR000008,Contact,CON001288,Email,Email - Opened,Completed,Opened,5,Manual
TSK001975,2026-02-25,USR000021,Contact,CON000387,Internal Note,Internal Note - Replied,Completed,Replied,15,Salesforce
TSK001976,2025-04-12,USR000004,Opportunity,OPP000316,Meeting,Meeting - No Show,Completed,No Show,15,Manual
TSK001977,2025-03-01,USR000025,Lead,LED003502,Email,Email - Clicked,Completed,Clicked,15,Manual
TSK001978,2025-06-13,USR000027,Opportunity,OPP000179,Call,Call - Rescheduled,Completed,Rescheduled,30,HubSpot
TSK001979,2026-04-15,USR000017,Contact,CON002879,Demo,Demo - Connected,Completed,Connected,15,Gong
TSK001980,2026-03-29,USR000011,Contact,CON000387,Follow-up,Follow-up - Completed,Completed,Completed,45,Manual
TSK001981,2025-01-05,USR000023,Contact,CON000853,Call,Call - Completed,Completed,Completed,30,Gong
TSK001982,2025-01-11,USR000002,Contact,CON000254,Email,Email - Opened,Completed,Opened,45,Manual
TSK001983,2026-04-13,USR000002,Opportunity,OPP001074,LinkedIn Touch,LinkedIn Touch - Pending,Completed,Pending,20,Outreach
TSK001984,2025-05-05,USR000004,Contact,CON002258,Email,Email - Replied,Completed,Replied,5,Salesforce
TSK001985,2025-03-21,USR000019,Lead,LED002246,Call,Call - Left Voicemail,Open,Left Voicemail,15,Manual
TSK001986,2026-02-06,USR000024,Contact,CON000552,Internal Note,Internal Note - Completed,Completed,Completed,15,HubSpot
TSK001987,2025-11-14,USR000004,Contact,CON000341,Call,Call - Left Voicemail,Completed,Left Voicemail,30,Gong
TSK001988,2026-06-16,USR000021,Contact,CON001929,Call,Call - Rescheduled,Completed,Rescheduled,30,Outreach
TSK001989,2025-03-24,USR000006,Lead,LED003264,Call,Call - Connected,Completed,Connected,5,Manual
TSK001990,2025-06-14,USR000001,Lead,LED002276,Email,Email - Bounced,Completed,Bounced,10,Gong
TSK001991,2026-06-07,USR000010,Lead,LED001692,Email,Email - Sent,Completed,Sent,10,Outreach
TSK001992,2025-05-24,USR000024,Lead,LED001046,Internal Note,Internal Note - No Response,Completed,No Response,60,Manual
TSK001993,2025-08-12,USR000004,Opportunity,OPP001086,Follow-up,Follow-up - Replied,Completed,Replied,30,Manual
TSK001994,2026-03-04,USR000004,Contact,CON001156,Call,Call - Rescheduled,Completed,Rescheduled,5,Manual
TSK001995,2025-10-24,USR000017,Contact,CON000518,Follow-up,Follow-up - Pending,Completed,Pending,5,Outreach
TSK001996,2025-08-03,USR000025,Lead,LED000033,Call,Call - Connected,Completed,Connected,15,Salesforce
TSK001997,2026-05-07,USR000023,Opportunity,OPP000737,Email,Email - Sent,Open,Sent,30,Outreach
TSK001998,2025-06-08,USR000021,Lead,LED003554,Demo,Demo - Completed,Completed,Completed,30,Manual
TSK001999,2025-06-17,USR000002,Contact,CON001255,LinkedIn Touch,LinkedIn Touch - No Response,Completed,No Response,45,Manual
TSK002000,2026-01-18,USR000016,Contact,CON002581,Email,Email - Replied,Completed,Replied,15,Outreach
TSK002001,2025-08-22,USR000022,Lead,LED003245,Follow-up,Follow-up - Completed,Completed,Completed,20,Gong
TSK002002,2025-04-22,USR000011,Lead,LED002423,Internal Note,Internal Note - Pending,Completed,Pending,30,Gong
TSK002003,2025-03-04,USR000001,Opportunity,OPP001219,LinkedIn Touch,LinkedIn Touch - Completed,Completed,Completed,15,Manual
TSK002004,2026-03-31,USR000003,Lead,LED000624,Call,Call - No Show,Completed,No Show,10,Salesforce
TSK002005,2025-08-05,USR000017,Lead,LED001551,Follow-up,Follow-up - Completed,Completed,Completed,45,HubSpot
TSK002006,2026-01-30,USR000014,Lead,LED002727,Meeting,Meeting - Completed,Open,Completed,15,Salesforce
TSK002007,2025-07-26,USR000007,Opportunity,OPP000613,Call,Call - Connected,Completed,Connected,30,Outreach
TSK002008,2025-05-04,USR000026,Lead,LED002132,Demo,Demo - Rescheduled,Completed,Rescheduled,15,Outreach
TSK002009,2025-10-09,USR000003,Contact,CON002719,Email,Email - Sent,Completed,Sent,30,Outreach
TSK002010,2026-01-06,USR000024,Contact,CON001289,Demo,Demo - Completed,Open,Completed,20,Gong
TSK002011,2026-06-29,USR000018,Lead,LED000295,Email,Email - Sent,Completed,Sent,15,Gong
TSK002012,2025-07-08,USR000013,Contact,CON002367,Meeting,Meeting - Connected,Open,Connected,20,Gong
TSK002013,2025-08-06,USR000027,Lead,LED002226,Email,Email - Bounced,Completed,Bounced,5,HubSpot
TSK002014,2025-08-30,USR000016,Lead,LED002634,Follow-up,Follow-up - Replied,Completed,Replied,5,Gong
TSK002015,2026-06-22,USR000007,Contact,CON000053,LinkedIn Touch,LinkedIn Touch - Pending,Completed,Pending,20,Salesforce
TSK002016,2026-06-24,USR000015,Lead,LED001684,LinkedIn Touch,LinkedIn Touch - Replied,Completed,Replied,15,Outreach
TSK002017,2025-12-22,USR000010,Lead,LED001495,Call,Call - No Show,Completed,No Show,45,Outreach
TSK002018,2025-10-10,USR000016,Lead,LED001009,Email,Email - Sent,Completed,Sent,45,Outreach
TSK002019,2026-02-06,USR000003,Opportunity,OPP000586,Email,Email - Sent,Completed,Sent,5,Outreach
TSK002020,2025-03-04,USR000019,Lead,LED001434,Follow-up,Follow-up - No Response,Completed,No Response,10,HubSpot
TSK002021,2025-09-26,USR000017,Contact,CON000623,Call,Call - Completed,Completed,Completed,5,HubSpot
TSK002022,2026-04-17,USR000020,Opportunity,OPP000596,Meeting,Meeting - Left Voicemail,Completed,Left Voicemail,30,HubSpot
TSK002023,2026-04-24,USR000009,Lead,LED002953,Email,Email - Opened,Completed,Opened,60,Gong
TSK002024,2025-02-19,USR000019,Lead,LED002141,Email,Email - Sent,Completed,Sent,10,Gong
TSK002025,2026-02-18,USR000009,Lead,LED001284,Meeting,Meeting - Completed,Completed,Completed,15,Salesforce
TSK002026,2026-01-08,USR000004,Contact,CON002790,Email,Email - Sent,Completed,Sent,20,Salesforce
TSK002027,2025-10-22,USR000025,Opportunity,OPP001587,Internal Note,Internal Note - Replied,Completed,Replied,10,Manual
TSK002028,2025-05-23,USR000016,Lead,LED002165,Call,Call - Left Voicemail,Completed,Left Voicemail,10,Salesforce
TSK002029,2026-03-30,USR000003,Contact,CON000654,Meeting,Meeting - Connected,Completed,Connected,30,Gong
TSK002030,2026-02-01,USR000018,Lead,LED002403,Email,Email - Replied,Completed,Replied,45,Outreach
TSK002031,2025-09-15,USR000007,Contact,CON001345,LinkedIn Touch,LinkedIn Touch - Replied,Open,Replied,5,Manual
TSK002032,2025-04-11,USR000028,Contact,CON000773,Meeting,Meeting - Left Voicemail,Completed,Left Voicemail,5,Salesforce
TSK002033,2025-01-02,USR000017,Opportunity,OPP000570,Demo,Demo - Rescheduled,Open,Rescheduled,30,Manual
TSK002034,2025-10-20,USR000009,Opportunity,OPP001105,Demo,Demo - Completed,Completed,Completed,30,Manual
TSK002035,2025-07-23,USR000006,Contact,CON000094,Internal Note,Internal Note - Replied,Completed,Replied,10,Salesforce
TSK002036,2026-01-13,USR000024,Contact,CON002019,Meeting,Meeting - Completed,Completed,Completed,45,Manual
TSK002037,2025-03-13,USR000019,Opportunity,OPP001593,Call,Call - Rescheduled,Open,Rescheduled,30,Outreach
TSK002038,2025-02-26,USR000009,Lead,LED000368,Follow-up,Follow-up - Completed,Completed,Completed,15,Gong
TSK002039,2026-03-18,USR000016,Contact,CON000630,Call,Call - Left Voicemail,Completed,Left Voicemail,20,HubSpot
TSK002040,2025-06-06,USR000021,Lead,LED003260,Email,Email - Clicked,Completed,Clicked,15,Gong
TSK002041,2025-01-23,USR000021,Lead,LED000055,Email,Email - Sent,Completed,Sent,20,HubSpot
TSK002042,2026-01-05,USR000008,Lead,LED000640,Call,Call - Left Voicemail,Completed,Left Voicemail,10,Outreach
TSK002043,2025-06-09,USR000020,Opportunity,OPP001578,Call,Call - Left Voicemail,Completed,Left Voicemail,15,Gong
TSK002044,2026-02-13,USR000009,Lead,LED003612,Call,Call - Completed,Completed,Completed,5,Salesforce
TSK002045,2025-01-07,USR000026,Lead,LED001177,Email,Email - Clicked,Open,Clicked,10,Outreach
TSK002046,2026-02-05,USR000001,Lead,LED003747,Email,Email - Replied,Completed,Replied,45,Manual
TSK002047,2025-11-08,USR000018,Lead,LED002244,Meeting,Meeting - Left Voicemail,Completed,Left Voicemail,15,Gong
TSK002048,2025-10-29,USR000020,Opportunity,OPP000247,Demo,Demo - Connected,Completed,Connected,30,Gong
TSK002049,2025-05-19,USR000011,Opportunity,OPP000423,LinkedIn Touch,LinkedIn Touch - No Response,Completed,No Response,30,Salesforce
TSK002050,2026-02-26,USR000028,Contact,CON000945,LinkedIn Touch,LinkedIn Touch - Replied,Completed,Replied,60,HubSpot
TSK002051,2026-03-01,USR000010,Contact,CON000565,Call,Call - Left Voicemail,Completed,Left Voicemail,20,Gong
TSK002052,2025-07-20,USR000025,Lead,LED003812,Internal Note,Internal Note - Replied,Completed,Replied,5,Gong
TSK002053,2026-01-08,USR000008,Lead,LED002546,Email,Email - Clicked,Open,Clicked,20,Gong
TSK002054,2026-05-15,USR000012,Contact,CON001506,LinkedIn Touch,LinkedIn Touch - Completed,Completed,Completed,5,Gong
TSK002055,2025-07-14,USR000022,Contact,CON001761,Meeting,Meeting - Connected,Completed,Connected,10,HubSpot
TSK002056,2025-05-05,USR000018,Lead,LED002929,Email,Email - Replied,Completed,Replied,20,Manual
TSK002057,2025-04-05,USR000020,Opportunity,OPP000832,LinkedIn Touch,LinkedIn Touch - Completed,Completed,Completed,15,HubSpot
TSK002058,2026-04-02,USR000017,Lead,LED003305,LinkedIn Touch,LinkedIn Touch - Pending,Open,Pending,30,HubSpot
TSK002059,2026-04-30,USR000011,Contact,CON000638,Email,Email - Replied,Completed,Replied,45,HubSpot
TSK002060,2025-12-10,USR000017,Lead,LED000304,Demo,Demo - Completed,Completed,Completed,20,Gong
TSK002061,2025-04-24,USR000001,Contact,CON002876,Follow-up,Follow-up - No Response,Completed,No Response,20,HubSpot
TSK002062,2025-05-13,USR000009,Lead,LED003904,Call,Call - Completed,Open,Completed,60,Outreach
TSK002063,2025-02-11,USR000004,Contact,CON002723,Follow-up,Follow-up - Replied,Completed,Replied,5,Gong
TSK002064,2025-02-18,USR000021,Lead,LED000837,Meeting,Meeting - Left Voicemail,Completed,Left Voicemail,15,Outreach
TSK002065,2026-01-12,USR000025,Lead,LED000723,LinkedIn Touch,LinkedIn Touch - Pending,Open,Pending,10,Salesforce
TSK002066,2025-10-17,USR000019,Contact,CON003175,Email,Email - Sent,Completed,Sent,30,Salesforce
TSK002067,2025-11-19,USR000023,Opportunity,OPP001326,Email,Email - Opened,Completed,Opened,15,HubSpot
TSK002068,2025-07-26,USR000009,Lead,LED003228,Internal Note,Internal Note - No Response,Completed,No Response,30,HubSpot
TSK002069,2026-01-03,USR000005,Opportunity,OPP000723,Email,Email - Opened,Completed,Opened,45,Manual
TSK002070,2026-01-16,USR000025,Contact,CON003461,Call,Call - Completed,Completed,Completed,10,Gong
TSK002071,2025-04-16,USR000013,Lead,LED002773,Demo,Demo - Connected,Completed,Connected,45,Salesforce
TSK002072,2025-12-04,USR000005,Contact,CON003125,Call,Call - Left Voicemail,Open,Left Voicemail,5,Salesforce
TSK002073,2025-05-03,USR000026,Contact,CON001590,Email,Email - Sent,Completed,Sent,30,HubSpot
TSK002074,2025-07-28,USR000027,Opportunity,OPP000054,Demo,Demo - Completed,Open,Completed,15,Outreach
TSK002075,2025-10-31,USR000012,Lead,LED002426,Internal Note,Internal Note - No Response,Completed,No Response,15,Gong
TSK002076,2026-04-26,USR000022,Contact,CON000564,Call,Call - Left Voicemail,Completed,Left Voicemail,10,Gong
TSK002077,2025-01-13,USR000003,Contact,CON002231,Meeting,Meeting - Connected,Completed,Connected,10,Salesforce
