campaign_member_id,campaign_id,lead_id,contact_id,member_type,status,first_responded_date
CM000995,CMP000014,LED000894,,Lead,Clicked,2025-01-24
CM000996,CMP000029,LED000894,,Lead,Clicked,2026-05-17
CM000997,CMP000021,LED000574,,Lead,Clicked,2025-08-18
CM000998,CMP000007,LED003504,,Lead,Converted,2026-01-13
CM000999,CMP000019,LED003658,,Lead,Sent,
CM001000,CMP000018,LED003509,,Lead,Clicked,2025-08-08
CM001001,CMP000016,LED003509,,Lead,Attended,2026-02-10
CM001002,CMP000017,LED003691,,Lead,Opened,
CM001003,CMP000023,LED003691,,Lead,Clicked,2025-10-24
CM001004,CMP000034,LED001953,,Lead,Clicked,2025-08-17
CM001005,CMP000021,LED001953,,Lead,Attended,2025-10-29
CM001006,CMP000030,LED001065,,Lead,Sent,
CM001007,CMP000030,LED000081,,Lead,Clicked,2026-07-13
CM001008,CMP000024,LED000258,,Lead,Clicked,2025-08-06
CM001009,CMP000018,LED000296,,Lead,Sent,
CM001010,CMP000028,LED000296,,Lead,Converted,2026-08-07
CM001011,CMP000028,LED003293,,Lead,Opened,
CM001012,CMP000034,LED002769,,Lead,Sent,
CM001013,CMP000028,LED002769,,Lead,Converted,2026-06-25
CM001014,CMP000032,LED003639,,Lead,Opened,
CM001015,CMP000020,LED002019,,Lead,Opened,
CM001016,CMP000004,LED002978,,Lead,Attended,2026-04-07
CM001017,CMP000005,LED001540,,Lead,Opened,
CM001018,CMP000013,LED001540,,Lead,Sent,
CM001019,CMP000035,LED003232,,Lead,Sent,
CM001020,CMP000016,LED004146,,Lead,Opened,
CM001021,CMP000009,LED000818,,Lead,Clicked,2026-03-16
CM001022,CMP000022,LED003506,,Lead,Opened,
CM001023,CMP000023,LED000938,,Lead,Opened,
CM001024,CMP000030,LED000938,,Lead,Opened,
CM001025,CMP000034,LED000863,,Lead,Converted,2025-06-25
CM001026,CMP000018,LED000377,,Lead,Opened,
CM001027,CMP000008,LED000713,,Lead,Sent,
CM001028,CMP000014,LED003092,,Lead,Clicked,2025-03-14
CM001029,CMP000033,LED003092,,Lead,Opened,
CM001030,CMP000016,LED003241,,Lead,Clicked,2026-01-07
CM001031,CMP000008,LED003104,,Lead,Sent,
CM001032,CMP000023,LED003104,,Lead,Opened,
CM001033,CMP000027,LED001761,,Lead,Attended,2026-08-11
CM001034,CMP000001,LED000450,,Lead,Clicked,2025-11-06
CM001035,CMP000026,LED001392,,Lead,Sent,
CM001036,CMP000012,LED001612,,Lead,Clicked,2025-10-24
CM001037,CMP000020,LED003260,,Lead,Opened,
CM001038,CMP000008,LED002623,,Lead,Opened,
CM001039,CMP000032,LED004103,,Lead,Converted,2025-11-16
CM001040,CMP000002,LED000655,,Lead,Sent,
CM001041,CMP000010,LED002223,,Lead,Converted,2026-02-04
CM001042,CMP000015,LED003889,,Lead,Converted,2025-09-27
CM001043,CMP000016,LED003889,,Lead,Opened,
CM001044,CMP000027,LED002856,,Lead,Attended,2026-07-16
CM001045,CMP000016,LED000737,,Lead,Clicked,2026-02-28
CM001046,CMP000012,LED000737,,Lead,Clicked,2025-10-13
CM001047,CMP000027,LED002619,,Lead,Sent,
CM001048,CMP000014,LED002475,,Lead,Opened,
CM001049,CMP000010,LED002475,,Lead,Clicked,2025-12-29
CM001050,CMP000003,LED000412,,Lead,Sent,
CM001051,CMP000009,LED003467,,Lead,Sent,
CM001052,CMP000019,LED000858,,Lead,Sent,
CM001053,CMP000013,LED003378,,Lead,Sent,
CM001054,CMP000031,LED001371,,Lead,Converted,2025-11-02
CM001055,CMP000022,LED001371,,Lead,Clicked,2026-05-31
CM001056,CMP000025,LED001675,,Lead,Opened,
CM001057,CMP000009,LED003048,,Lead,Sent,
CM001058,CMP000027,LED003048,,Lead,Sent,
CM001059,CMP000017,LED001025,,Lead,Sent,
CM001060,CMP000008,LED001321,,Lead,Sent,
CM001061,CMP000033,LED000658,,Lead,Sent,
CM001062,CMP000016,LED000658,,Lead,Clicked,2026-01-31
CM001063,CMP000023,LED001965,,Lead,Sent,
CM001064,CMP000014,LED001965,,Lead,Attended,2025-03-08
CM001065,CMP000035,LED003695,,Lead,Clicked,2025-08-01
CM001066,CMP000001,LED001879,,Lead,Sent,
CM001067,CMP000015,LED002482,,Lead,Clicked,2025-10-02
CM001068,CMP000032,LED003053,,Lead,Sent,
CM001069,CMP000009,LED000965,,Lead,Sent,
CM001070,CMP000027,LED000965,,Lead,Sent,
CM001071,CMP000023,LED002025,,Lead,Sent,
CM001072,CMP000002,LED002025,,Lead,Sent,
CM001073,CMP000010,LED000153,,Lead,Sent,
CM001074,CMP000004,LED001949,,Lead,Sent,
CM001075,CMP000024,LED002752,,Lead,Sent,
CM001076,CMP000001,LED002149,,Lead,Sent,
CM001077,CMP000029,LED000103,,Lead,Opened,
CM001078,CMP000031,LED000103,,Lead,Opened,
CM001079,CMP000010,LED002418,,Lead,Converted,2026-01-10
CM001080,CMP000031,LED003828,,Lead,Opened,
CM001081,CMP000006,LED000240,,Lead,Clicked,2026-04-08
CM001082,CMP000012,LED003634,,Lead,Sent,
CM001083,CMP000030,LED003634,,Lead,Clicked,2026-05-07
CM001084,CMP000034,LED001544,,Lead,Sent,
CM001085,CMP000009,LED000109,,Lead,Clicked,2026-02-27
CM001086,CMP000013,LED000109,,Lead,Opened,
CM001087,CMP000025,LED001874,,Lead,Sent,
CM001088,CMP000003,LED003501,,Lead,Sent,
CM001089,CMP000002,LED002227,,Lead,Sent,
CM001090,CMP000004,LED002227,,Lead,Opened,
CM001091,CMP000014,LED003999,,Lead,Sent,
CM001092,CMP000008,LED001271,,Lead,Sent,
CM001093,CMP000013,LED003438,,Lead,Clicked,2025-12-13
CM001094,CMP000028,LED003438,,Lead,Opened,
CM001095,CMP000036,LED003438,,Lead,Opened,
CM001096,CMP000003,LED001455,,Lead,Attended,2026-04-04
CM001097,CMP000014,LED002463,,Lead,Sent,
CM001098,CMP000033,LED003140,,Lead,Opened,
CM001099,CMP000012,LED003140,,Lead,Opened,
CM001100,CMP000031,LED001437,,Lead,Clicked,2025-11-19
CM001101,CMP000023,LED000333,,Lead,Attended,2025-10-08
CM001102,CMP000036,LED003361,,Lead,Converted,2025-11-19
CM001103,CMP000016,LED002168,,Lead,Attended,2026-02-04
CM001104,CMP000001,LED002168,,Lead,Opened,
CM001105,CMP000025,LED001357,,Lead,Opened,
CM001106,CMP000008,LED001357,,Lead,Sent,
CM001107,CMP000019,LED000882,,Lead,Opened,
CM001108,CMP000027,LED001614,,Lead,Sent,
CM001109,CMP000009,LED003620,,Lead,Sent,
CM001110,CMP000019,LED003620,,Lead,Sent,
CM001111,CMP000002,LED003642,,Lead,Converted,2025-02-22
CM001112,CMP000022,LED001351,,Lead,Opened,
CM001113,CMP000002,LED001214,,Lead,Sent,
CM001114,CMP000003,LED002479,,Lead,Opened,
CM001115,CMP000016,LED002533,,Lead,Opened,
CM001116,CMP000021,LED002169,,Lead,Attended,2025-10-10
CM001117,CMP000002,LED002169,,Lead,Opened,
CM001118,CMP000026,LED001232,,Lead,Sent,
CM001119,CMP000019,LED002207,,Lead,Sent,
CM001120,CMP000009,LED000817,,Lead,Sent,
CM001121,CMP000017,LED002253,,Lead,Attended,2025-03-16
CM001122,CMP000036,LED003592,,Lead,Opened,
CM001123,CMP000007,LED000777,,Lead,Opened,
CM001124,CMP000033,LED003143,,Lead,Sent,
CM001125,CMP000007,LED002472,,Lead,Attended,2026-02-07
CM001126,CMP000035,LED002222,,Lead,Clicked,2025-08-04
CM001127,CMP000025,LED002471,,Lead,Opened,
CM001128,CMP000026,LED002471,,Lead,Attended,2026-04-01
CM001129,CMP000034,LED001290,,Lead,Clicked,2025-08-12
CM001130,CMP000026,LED002487,,Lead,Sent,
CM001131,CMP000027,LED001310,,Lead,Clicked,2026-06-26
CM001132,CMP000009,LED002663,,Lead,Sent,
CM001133,CMP000013,LED001809,,Lead,Opened,
CM001134,CMP000033,LED004182,,Lead,Opened,
CM001135,CMP000020,LED004156,,Lead,Attended,2026-03-07
CM001136,CMP000009,LED000865,,Lead,Sent,
CM001137,CMP000004,LED002565,,Lead,Sent,
CM001138,CMP000017,LED000555,,Lead,Opened,
CM001139,CMP000036,LED000555,,Lead,Sent,
CM001140,CMP000020,LED002089,,Lead,Sent,
CM001141,CMP000031,LED001107,,Lead,Clicked,2026-01-12
CM001142,CMP000002,LED001107,,Lead,Sent,
CM001143,CMP000010,LED003345,,Lead,Clicked,2025-12-13
CM001144,CMP000002,LED003345,,Lead,Opened,
CM001145,CMP000028,LED001428,,Lead,Attended,2026-08-09
CM001146,CMP000004,LED003535,,Lead,Opened,
CM001147,CMP000022,LED003033,,Lead,Sent,
CM001148,CMP000026,LED003709,,Lead,Opened,
CM001149,CMP000014,LED002952,,Lead,Opened,
CM001150,CMP000004,LED003842,,Lead,Attended,2026-05-29
CM001151,CMP000007,LED003633,,Lead,Clicked,2026-03-25
CM001152,CMP000021,LED001812,,Lead,Clicked,2025-10-28
CM001153,CMP000006,LED001737,,Lead,Opened,
CM001154,CMP000032,LED004181,,Lead,Clicked,2025-12-19
CM001155,CMP000015,LED004181,,Lead,Sent,
CM001156,CMP000033,LED001057,,Lead,Clicked,2025-11-10
CM001157,CMP000023,LED000979,,Lead,Clicked,2025-10-20
CM001158,CMP000009,LED000979,,Lead,Opened,
CM001159,CMP000034,LED000867,,Lead,Converted,2025-08-28
CM001160,CMP000024,LED000753,,Lead,Sent,
CM001161,CMP000002,LED001916,,Lead,Clicked,2025-02-05
CM001162,CMP000034,LED001916,,Lead,Attended,2025-07-30
CM001163,CMP000010,LED003231,,Lead,Opened,
CM001164,CMP000009,LED003050,,Lead,Opened,
CM001165,CMP000006,LED004054,,Lead,Attended,2026-04-13
CM001166,CMP000034,LED003379,,Lead,Opened,
CM001167,CMP000002,LED004131,,Lead,Converted,2025-02-27
CM001168,CMP000003,LED004131,,Lead,Attended,2026-04-18
CM001169,CMP000028,LED001603,,Lead,Opened,
CM001170,CMP000018,LED001908,,Lead,Sent,
CM001171,CMP000001,LED001153,,Lead,Clicked,2025-12-20
CM001172,CMP000017,LED000730,,Lead,Converted,2025-03-30
CM001173,CMP000017,LED001129,,Lead,Opened,
CM001174,CMP000036,LED001488,,Lead,Sent,
CM001175,CMP000020,LED001238,,Lead,Clicked,2026-04-25
CM001176,CMP000034,LED000913,,Lead,Opened,
CM001177,CMP000021,LED000913,,Lead,Sent,
CM001178,CMP000008,LED000722,,Lead,Sent,
CM001179,CMP000002,LED000722,,Lead,Clicked,2025-03-30
CM001180,CMP000027,LED002079,,Lead,Sent,
CM001181,CMP000012,LED001201,,Lead,Sent,
CM001182,CMP000010,LED001796,,Lead,Converted,2026-01-02
CM001183,CMP000022,LED001573,,Lead,Attended,2026-08-08
CM001184,CMP000012,LED002118,,Lead,Sent,
CM001185,CMP000030,LED002831,,Lead,Opened,
CM001186,CMP000031,LED002373,,Lead,Sent,
CM001187,CMP000023,LED002373,,Lead,Attended,2025-11-07
CM001188,CMP000023,LED000347,,Lead,Sent,
CM001189,CMP000019,LED003402,,Lead,Opened,
CM001190,CMP000033,LED003402,,Lead,Opened,
CM001191,CMP000015,LED002828,,Lead,Clicked,2025-08-30
CM001192,CMP000034,LED001264,,Lead,Clicked,2025-07-28
CM001193,CMP000010,LED003766,,Lead,Sent,
CM001194,CMP000013,LED003766,,Lead,Converted,2025-11-03
CM001195,CMP000022,LED000579,,Lead,Attended,2026-06-22
CM001196,CMP000002,LED003549,,Lead,Opened,
CM001197,CMP000020,LED003549,,Lead,Sent,
CM001198,CMP000016,LED002963,,Lead,Sent,
CM001199,CMP000011,LED003089,,Lead,Clicked,2026-04-29
CM001200,CMP000034,LED001923,,Lead,Sent,
CM001201,CMP000030,LED001841,,Lead,Sent,
CM001202,CMP000015,LED001660,,Lead,Sent,
CM001203,CMP000020,LED003163,,Lead,Converted,2026-02-18
CM001204,CMP000034,LED002727,,Lead,Opened,
CM001205,CMP000009,LED000179,,Lead,Sent,
CM001206,CMP000006,LED000669,,Lead,Opened,
CM001207,CMP000018,LED003449,,Lead,Sent,
CM001208,CMP000001,LED000788,,Lead,Attended,2025-11-05
CM001209,CMP000030,LED001058,,Lead,Opened,
CM001210,CMP000015,LED000819,,Lead,Opened,
CM001211,CMP000026,LED003478,,Lead,Sent,
CM001212,CMP000002,LED001895,,Lead,Converted,2025-03-02
CM001213,CMP000019,LED004078,,Lead,Sent,
CM001214,CMP000003,LED000605,,Lead,Clicked,2026-04-25
CM001215,CMP000032,LED001023,,Lead,Sent,
CM001216,CMP000006,LED000026,,Lead,Opened,
CM001217,CMP000013,LED000026,,Lead,Sent,
CM001218,CMP000023,LED003854,,Lead,Opened,
CM001219,CMP000006,LED001007,,Lead,Attended,2026-03-06
CM001220,CMP000002,LED002414,,Lead,Opened,
CM001221,CMP000006,LED001165,,Lead,Opened,
CM001222,CMP000032,LED000174,,Lead,Sent,
CM001223,CMP000017,LED001111,,Lead,Opened,
CM001224,CMP000010,LED003304,,Lead,Sent,
CM001225,CMP000019,LED000332,,Lead,Attended,2026-01-29
CM001226,CMP000002,LED001190,,Lead,Attended,2025-04-10
CM001227,CMP000008,LED001190,,Lead,Clicked,2025-10-30
CM001228,CMP000013,LED000431,,Lead,Sent,
CM001229,CMP000028,LED000343,,Lead,Sent,
CM001230,CMP000020,LED000343,,Lead,Opened,
CM001231,CMP000013,LED000343,,Lead,Opened,
CM001232,CMP000005,LED003856,,Lead,Opened,
CM001233,CMP000029,LED003856,,Lead,Sent,
CM001234,CMP000016,LED003434,,Lead,Clicked,2026-03-20
CM001235,CMP000032,LED001645,,Lead,Opened,
CM001236,CMP000023,LED000480,,Lead,Opened,
CM001237,CMP000034,LED000728,,Lead,Sent,
CM001238,CMP000014,LED001740,,Lead,Sent,
CM001239,CMP000028,LED000991,,Lead,Opened,
CM001240,CMP000002,LED002060,,Lead,Opened,
CM001241,CMP000028,LED002577,,Lead,Clicked,2026-06-19
CM001242,CMP000036,LED003044,,Lead,Converted,2025-11-02
CM001243,CMP000009,LED002458,,Lead,Attended,2026-02-26
CM001244,CMP000027,LED001150,,Lead,Clicked,2026-08-08
CM001245,CMP000014,LED001150,,Lead,Opened,
CM001246,CMP000020,LED004047,,Lead,Sent,
CM001247,CMP000016,LED001533,,Lead,Sent,
CM001248,CMP000011,LED002385,,Lead,Sent,
CM001249,CMP000004,LED002385,,Lead,Sent,
CM001250,CMP000026,LED003283,,Lead,Clicked,2026-01-29
CM001251,CMP000025,LED003477,,Lead,Sent,
CM001252,CMP000024,LED003477,,Lead,Sent,
CM001253,CMP000006,LED000325,,Lead,Converted,2026-04-18
CM001254,CMP000012,LED000325,,Lead,Sent,
CM001255,CMP000024,LED000325,,Lead,Sent,
CM001256,CMP000027,LED002816,,Lead,Clicked,2026-07-15
CM001257,CMP000011,LED002816,,Lead,Opened,
CM001258,CMP000020,LED004062,,Lead,Attended,2026-03-09
CM001259,CMP000028,LED000469,,Lead,Clicked,2026-07-09
CM001260,CMP000027,LED000562,,Lead,Clicked,2026-07-02
CM001261,CMP000030,LED002104,,Lead,Sent,
CM001262,CMP000014,LED002178,,Lead,Converted,2025-03-23
CM001263,CMP000025,LED001176,,Lead,Clicked,2025-09-02
CM001264,CMP000015,LED002248,,Lead,Clicked,2025-08-04
CM001265,CMP000020,LED001174,,Lead,Opened,
CM001266,CMP000033,LED001131,,Lead,Sent,
CM001267,CMP000032,LED001131,,Lead,Clicked,2025-11-14
CM001268,CMP000015,LED001695,,Lead,Clicked,2025-10-01
CM001269,CMP000033,LED001189,,Lead,Clicked,2025-11-05
CM001270,CMP000028,LED000062,,Lead,Sent,
CM001271,CMP000036,LED000062,,Lead,Opened,
CM001272,CMP000022,LED003882,,Lead,Opened,
CM001273,CMP000002,LED002847,,Lead,Clicked,2025-03-31
CM001274,CMP000029,LED002847,,Lead,Sent,
CM001275,CMP000023,LED002257,,Lead,Sent,
CM001276,CMP000024,LED000255,,Lead,Sent,
CM001277,CMP000021,LED002954,,Lead,Sent,
CM001278,CMP000034,LED001883,,Lead,Sent,
CM001279,CMP000004,LED003294,,Lead,Sent,
CM001280,CMP000034,LED002773,,Lead,Converted,2025-08-18
CM001281,CMP000019,LED000622,,Lead,Sent,
CM001282,CMP000010,LED000622,,Lead,Converted,2025-12-03
CM001283,CMP000022,LED003496,,Lead,Sent,
CM001284,CMP000009,LED003017,,Lead,Clicked,2026-03-21
CM001285,CMP000005,LED003017,,Lead,Attended,2025-02-16
CM001286,CMP000001,LED004112,,Lead,Opened,
CM001287,CMP000001,LED002841,,Lead,Opened,
CM001288,CMP000002,LED002314,,Lead,Clicked,2025-03-18
CM001289,CMP000019,LED000068,,Lead,Clicked,2026-02-11
CM001290,CMP000017,LED001903,,Lead,Opened,
CM001291,CMP000019,LED001689,,Lead,Sent,
CM001292,CMP000006,LED000222,,Lead,Attended,2026-05-04
CM001293,CMP000034,LED003028,,Lead,Sent,
CM001294,CMP000002,LED003322,,Lead,Opened,
CM001295,CMP000031,LED001193,,Lead,Sent,
CM001296,CMP000012,LED001193,,Lead,Sent,
CM001297,CMP000024,LED002604,,Lead,Converted,2025-08-24
CM001298,CMP000029,LED003731,,Lead,Clicked,2026-05-19
CM001299,CMP000003,LED003731,,Lead,Clicked,2026-03-12
CM001300,CMP000007,LED001475,,Lead,Sent,
CM001301,CMP000012,LED003064,,Lead,Clicked,2025-12-12
CM001302,CMP000017,LED000089,,Lead,Opened,
CM001303,CMP000019,LED001676,,Lead,Sent,
CM001304,CMP000017,LED001676,,Lead,Opened,
CM001305,CMP000019,LED002499,,Lead,Clicked,2026-01-07
CM001306,CMP000011,LED003961,,Lead,Converted,2026-04-08
CM001307,CMP000031,LED003932,,Lead,Sent,
CM001308,CMP000014,LED001118,,Lead,Sent,
CM001309,CMP000007,LED001832,,Lead,Sent,
CM001310,CMP000018,LED003949,,Lead,Attended,2025-08-09
CM001311,CMP000030,LED002555,,Lead,Opened,
CM001312,CMP000031,LED003586,,Lead,Opened,
CM001313,CMP000002,LED003586,,Lead,Sent,
CM001314,CMP000013,LED002378,,Lead,Clicked,2025-10-26
CM001315,CMP000020,LED003892,,Lead,Sent,
CM001316,CMP000035,LED003892,,Lead,Sent,
CM001317,CMP000033,LED002308,,Lead,Opened,
CM001318,CMP000029,LED002308,,Lead,Sent,
CM001319,CMP000033,LED003211,,Lead,Sent,
CM001320,CMP000017,LED003921,,Lead,Clicked,2025-05-04
CM001321,CMP000018,LED003921,,Lead,Sent,
CM001322,CMP000033,LED003712,,Lead,Sent,
CM001323,CMP000012,LED003712,,Lead,Sent,
CM001324,CMP000008,LED003980,,Lead,Sent,
CM001325,CMP000023,LED003922,,Lead,Attended,2025-10-31
CM001326,CMP000025,LED003922,,Lead,Sent,
CM001327,CMP000001,LED001847,,Lead,Opened,
CM001328,CMP000007,LED000284,,Lead,Sent,
CM001329,CMP000020,LED000284,,Lead,Sent,
CM001330,CMP000035,LED001746,,Lead,Opened,
CM001331,CMP000033,LED002822,,Lead,Sent,
CM001332,CMP000023,LED002822,,Lead,Clicked,2025-11-06
CM001333,CMP000028,LED001698,,Lead,Opened,
CM001334,CMP000033,LED002975,,Lead,Attended,2025-11-13
CM001335,CMP000005,LED003958,,Lead,Sent,
CM001336,CMP000014,LED002712,,Lead,Sent,
CM001337,CMP000034,LED004064,,Lead,Sent,
CM001338,CMP000022,LED004064,,Lead,Opened,
CM001339,CMP000024,LED003625,,Lead,Sent,
CM001340,CMP000002,LED003625,,Lead,Sent,
CM001341,CMP000001,LED000424,,Lead,Clicked,2025-11-12
CM001342,CMP000029,LED003234,,Lead,Sent,
CM001343,CMP000022,LED004137,,Lead,Sent,
CM001344,CMP000033,LED004137,,Lead,Opened,
CM001345,CMP000026,LED002989,,Lead,Clicked,2026-02-13
CM001346,CMP000015,LED000840,,Lead,Opened,
CM001347,CMP000030,LED000501,,Lead,Attended,2026-06-20
CM001348,CMP000011,LED001300,,Lead,Sent,
CM001349,CMP000019,LED001262,,Lead,Opened,
CM001350,CMP000019,LED001262,,Lead,Sent,
CM001351,CMP000025,LED000550,,Lead,Clicked,2025-07-23
CM001352,CMP000013,LED000558,,Lead,Sent,
CM001353,CMP000029,LED002858,,Lead,Sent,
CM001354,CMP000011,LED002068,,Lead,Sent,
CM001355,CMP000032,LED000219,,Lead,Sent,
CM001356,CMP000029,LED001117,,Lead,Opened,
CM001357,CMP000016,LED001117,,Lead,Opened,
CM001358,CMP000009,LED000210,,Lead,Sent,
CM001359,CMP000026,LED002431,,Lead,Clicked,2026-04-08
CM001360,CMP000031,LED002431,,Lead,Clicked,2025-11-18
CM001361,CMP000007,LED002370,,Lead,Attended,2026-03-17
CM001362,CMP000011,LED002370,,Lead,Sent,
CM001363,CMP000018,LED003663,,Lead,Sent,
CM001364,CMP000007,LED001821,,Lead,Clicked,2026-01-28
CM001365,CMP000006,LED000949,,Lead,Opened,
CM001366,CMP000032,LED003701,,Lead,Sent,
CM001367,CMP000004,LED000533,,Lead,Opened,
CM001368,CMP000009,LED002845,,Lead,Opened,
CM001369,CMP000016,LED002845,,Lead,Sent,
CM001370,CMP000010,LED001552,,Lead,Clicked,2025-12-02
CM001371,CMP000005,LED002131,,Lead,Sent,
CM001372,CMP000029,LED002131,,Lead,Opened,
CM001373,CMP000025,LED002531,,Lead,Opened,
CM001374,CMP000014,LED003883,,Lead,Opened,
CM001375,CMP000021,LED004016,,Lead,Opened,
CM001376,CMP000036,LED003409,,Lead,Converted,2025-11-17
CM001377,CMP000032,LED000001,,Lead,Sent,
CM001378,CMP000015,LED003206,,Lead,Clicked,2025-10-12
CM001379,CMP000019,LED003206,,Lead,Opened,
CM001380,CMP000003,LED004186,,Lead,Attended,2026-05-23
CM001381,CMP000035,LED002496,,Lead,Opened,
CM001382,CMP000017,LED003271,,Lead,Sent,
CM001383,CMP000003,LED001830,,Lead,Sent,
CM001384,CMP000035,LED000248,,Lead,Opened,
CM001385,CMP000035,LED000248,,Lead,Clicked,2025-08-19
CM001386,CMP000025,LED003861,,Lead,Sent,
CM001387,CMP000009,LED003861,,Lead,Sent,
CM001388,CMP000015,LED003861,,Lead,Clicked,2025-10-19
CM001389,CMP000024,LED001899,,Lead,Opened,
CM001390,CMP000015,LED001899,,Lead,Sent,
CM001391,CMP000013,LED002586,,Lead,Sent,
CM001392,CMP000006,LED002586,,Lead,Attended,2026-04-08
CM001393,CMP000004,LED002851,,Lead,Opened,
CM001394,CMP000015,LED003072,,Lead,Sent,
CM001395,CMP000012,LED001779,,Lead,Opened,
CM001396,CMP000020,LED001779,,Lead,Opened,
CM001397,CMP000013,LED003790,,Lead,Opened,
CM001398,CMP000021,LED003790,,Lead,Sent,
CM001399,CMP000014,LED002182,,Lead,Sent,
CM001400,CMP000023,LED002167,,Lead,Converted,2025-11-09
CM001401,CMP000019,LED003207,,Lead,Sent,
CM001402,CMP000033,LED003543,,Lead,Opened,
CM001403,CMP000015,LED002689,,Lead,Attended,2025-09-27
CM001404,CMP000025,LED000279,,Lead,Opened,
CM001405,CMP000025,LED000953,,Lead,Sent,
CM001406,CMP000014,LED002393,,Lead,Clicked,2025-01-29
CM001407,CMP000014,LED003432,,Lead,Attended,2025-02-26
CM001408,CMP000019,LED001115,,Lead,Clicked,2026-03-10
CM001409,CMP000034,LED001115,,Lead,Sent,
CM001410,CMP000012,LED001115,,Lead,Clicked,2025-11-05
CM001411,CMP000025,LED001177,,Lead,Opened,
CM001412,CMP000003,LED004088,,Lead,Sent,
CM001413,CMP000031,LED002093,,Lead,Clicked,2025-11-17
CM001414,CMP000007,LED003825,,Lead,Sent,
CM001415,CMP000008,LED003825,,Lead,Sent,
CM001416,CMP000004,LED003845,,Lead,Sent,
CM001417,CMP000017,LED000156,,Lead,Sent,
CM001418,CMP000006,LED000986,,Lead,Clicked,2026-05-20
CM001419,CMP000023,LED001171,,Lead,Opened,
CM001420,CMP000018,LED003160,,Lead,Opened,
CM001421,CMP000010,LED003674,,Lead,Attended,2025-12-30
CM001422,CMP000034,LED003674,,Lead,Sent,
CM001423,CMP000021,LED003674,,Lead,Opened,
CM001424,CMP000029,LED001293,,Lead,Attended,2026-06-10
CM001425,CMP000023,LED002015,,Lead,Sent,
CM001426,CMP000032,LED002985,,Lead,Attended,2025-11-24
CM001427,CMP000006,LED003567,,Lead,Opened,
CM001428,CMP000004,LED002722,,Lead,Sent,
CM001429,CMP000028,LED003548,,Lead,Sent,
CM001430,CMP000001,LED000701,,Lead,Clicked,2025-11-16
CM001431,CMP000021,LED000701,,Lead,Opened,
CM001432,CMP000012,LED002620,,Lead,Attended,2025-11-04
CM001433,CMP000012,LED000645,,Lead,Clicked,2025-11-09
CM001434,CMP000003,LED002136,,Lead,Clicked,2026-05-03
CM001435,CMP000029,LED000930,,Lead,Clicked,2026-06-24
CM001436,CMP000011,LED001273,,Lead,Sent,
CM001437,CMP000026,LED001911,,Lead,Sent,
CM001438,CMP000028,LED001911,,Lead,Opened,
CM001439,CMP000013,LED003529,,Lead,Clicked,2025-11-27
CM001440,CMP000019,LED000247,,Lead,Sent,
CM001441,CMP000027,LED003888,,Lead,Attended,2026-06-19
CM001442,CMP000002,LED003888,,Lead,Sent,
CM001443,CMP000032,LED000924,,Lead,Clicked,2025-11-10
CM001444,CMP000036,LED000924,,Lead,Converted,2026-01-14
CM001445,CMP000009,LED003729,,Lead,Opened,
CM001446,CMP000015,LED003009,,Lead,Sent,
CM001447,CMP000019,LED001823,,Lead,Sent,
CM001448,CMP000024,LED001823,,Lead,Opened,
CM001449,CMP000031,LED001362,,Lead,Converted,2025-11-23
CM001450,CMP000003,LED001362,,Lead,Opened,
CM001451,CMP000010,LED002529,,Lead,Sent,
CM001452,CMP000027,LED002640,,Lead,Attended,2026-07-19
CM001453,CMP000029,LED002640,,Lead,Sent,
CM001454,CMP000005,LED002119,,Lead,Sent,
CM001455,CMP000019,LED004053,,Lead,Sent,
CM001456,CMP000006,LED004053,,Lead,Sent,
CM001457,CMP000036,LED000544,,Lead,Attended,2025-11-30
CM001458,CMP000007,LED003133,,Lead,Sent,
CM001459,CMP000035,LED003668,,Lead,Sent,
CM001460,CMP000017,LED003382,,Lead,Clicked,2025-05-16
CM001461,CMP000030,LED000260,,Lead,Sent,
CM001462,CMP000031,LED003403,,Lead,Attended,2025-11-06
CM001463,CMP000008,LED002751,,Lead,Sent,
CM001464,CMP000036,LED000928,,Lead,Clicked,2025-11-17
CM001465,CMP000014,LED000613,,Lead,Attended,2025-02-28
CM001466,CMP000014,LED001024,,Lead,Clicked,2025-02-06
CM001467,CMP000012,LED004061,,Lead,Clicked,2025-10-21
CM001468,CMP000023,LED000220,,Lead,Sent,
CM001469,CMP000021,LED004187,,Lead,Opened,
CM001470,CMP000019,LED000486,,Lead,Sent,
CM001471,CMP000016,LED002508,,Lead,Sent,
CM001472,CMP000024,LED001462,,Lead,Sent,
CM001473,CMP000008,LED000259,,Lead,Opened,
CM001474,CMP000020,LED003124,,Lead,Sent,
CM001475,CMP000021,LED003124,,Lead,Opened,
CM001476,CMP000033,LED000387,,Lead,Sent,
CM001477,CMP000024,LED000848,,Lead,Attended,2025-09-08
CM001478,CMP000021,LED002782,,Lead,Opened,
CM001479,CMP000024,LED002173,,Lead,Opened,
CM001480,CMP000017,LED002173,,Lead,Opened,
CM001481,CMP000014,LED003098,,Lead,Sent,
CM001482,CMP000009,LED004174,,Lead,Opened,
CM001483,CMP000007,LED004174,,Lead,Converted,2026-02-08
CM001484,CMP000002,LED001651,,Lead,Sent,
CM001485,CMP000010,LED001651,,Lead,Sent,
CM001486,CMP000006,LED003076,,Lead,Opened,
CM001487,CMP000001,LED003076,,Lead,Attended,2026-01-17
