sync_error_id,created_date,source_system,target_system,object_type,object_id,error_type,severity,status,days_to_resolve
SYN000268,2025-06-04,HubSpot,Salesforce,Lead,LED003423,Owner Mapping Failed,Medium,Ignored,
SYN000269,2025-09-20,HubSpot,Salesforce,Lead,LED001104,Owner Mapping Failed,Medium,Open,
SYN000270,2025-10-26,HubSpot,Salesforce,Lead,LED001548,Owner Mapping Failed,Medium,Open,
SYN000271,2025-11-21,HubSpot,Salesforce,Lead,LED000082,Owner Mapping Failed,Medium,Resolved,3.0
SYN000272,2025-02-10,HubSpot,Salesforce,Lead,LED000526,Owner Mapping Failed,Medium,Resolved,1.0
SYN000273,2026-05-03,HubSpot,Salesforce,Lead,LED001225,Owner Mapping Failed,High,Resolved,7.0
SYN000274,2025-04-21,HubSpot,Salesforce,Lead,LED001498,Owner Mapping Failed,Medium,Open,
SYN000275,2025-06-14,HubSpot,Salesforce,Lead,LED002798,Owner Mapping Failed,Medium,Ignored,
SYN000276,2025-04-12,HubSpot,Salesforce,Lead,LED002112,Owner Mapping Failed,Medium,Open,
SYN000277,2026-01-07,HubSpot,Salesforce,Lead,LED003177,Owner Mapping Failed,High,Open,
SYN000278,2026-01-29,HubSpot,Salesforce,Lead,LED002755,Owner Mapping Failed,Medium,Resolved,10.0
SYN000279,2025-08-12,HubSpot,Salesforce,Lead,LED000243,Owner Mapping Failed,Medium,Open,
SYN000280,2025-08-22,HubSpot,Salesforce,Lead,LED000684,Owner Mapping Failed,Medium,Ignored,
SYN000281,2026-03-20,HubSpot,Salesforce,Lead,LED000407,Owner Mapping Failed,High,Open,
SYN000282,2026-05-02,HubSpot,Salesforce,Lead,LED002572,Owner Mapping Failed,High,Open,
SYN000283,2026-03-16,HubSpot,Salesforce,Lead,LED000028,Owner Mapping Failed,Medium,Resolved,1.0
SYN000284,2026-03-11,HubSpot,Salesforce,Lead,LED000659,Owner Mapping Failed,Medium,Open,
SYN000285,2025-07-16,HubSpot,Salesforce,Lead,LED003325,Owner Mapping Failed,Medium,Open,
SYN000286,2025-09-21,HubSpot,Salesforce,Lead,LED002906,Owner Mapping Failed,High,Resolved,5.0
SYN000287,2025-02-07,HubSpot,Salesforce,Lead,LED002117,Owner Mapping Failed,Medium,Resolved,7.0
SYN000288,2025-01-16,HubSpot,Salesforce,Lead,LED001337,Owner Mapping Failed,High,Open,
SYN000289,2026-03-28,HubSpot,Salesforce,Lead,LED002662,Owner Mapping Failed,High,Open,
SYN000290,2025-01-10,HubSpot,Salesforce,Lead,LED002596,Owner Mapping Failed,Medium,Resolved,3.0
SYN000291,2025-04-08,HubSpot,Salesforce,Lead,LED004042,Owner Mapping Failed,Medium,Ignored,
SYN000292,2025-09-14,HubSpot,Salesforce,Lead,LED004086,Owner Mapping Failed,High,Open,
SYN000293,2025-11-23,HubSpot,Salesforce,Lead,LED000424,Owner Mapping Failed,Medium,Open,
SYN000294,2025-09-26,HubSpot,Salesforce,Lead,LED000550,Owner Mapping Failed,Medium,Resolved,1.0
SYN000295,2025-04-24,HubSpot,Salesforce,Lead,LED003628,Owner Mapping Failed,Medium,Resolved,14.0
SYN000296,2025-12-27,HubSpot,Salesforce,Lead,LED003642,Owner Mapping Failed,Medium,Resolved,3.0
SYN000297,2025-01-30,HubSpot,Salesforce,Lead,LED002445,Owner Mapping Failed,High,Resolved,2.0
SYN000298,2026-05-11,HubSpot,Salesforce,Lead,LED004037,Owner Mapping Failed,Medium,Open,
SYN000299,2025-08-01,HubSpot,Salesforce,Lead,LED002543,Owner Mapping Failed,Medium,Open,
SYN000300,2025-12-23,HubSpot,Salesforce,Lead,LED003416,Owner Mapping Failed,Medium,Open,
SYN000301,2026-03-28,HubSpot,Salesforce,Lead,LED001292,Owner Mapping Failed,High,Resolved,3.0
SYN000302,2025-04-03,HubSpot,Salesforce,Lead,LED002253,Owner Mapping Failed,Medium,Resolved,21.0
SYN000303,2025-01-06,HubSpot,Salesforce,Lead,LED000992,Owner Mapping Failed,High,Resolved,5.0
SYN000304,2025-12-24,HubSpot,Salesforce,Lead,LED001410,Owner Mapping Failed,Medium,Open,
SYN000305,2026-04-18,HubSpot,Salesforce,Lead,LED003349,Owner Mapping Failed,High,Open,
SYN000306,2026-03-04,HubSpot,Salesforce,Lead,LED002355,Owner Mapping Failed,Medium,Resolved,3.0
SYN000307,2025-07-04,HubSpot,Salesforce,Lead,LED001181,Owner Mapping Failed,Medium,Resolved,10.0
SYN000308,2026-05-02,HubSpot,Salesforce,Lead,LED002756,Owner Mapping Failed,High,Open,
SYN000309,2025-01-30,HubSpot,Salesforce,Lead,LED001873,Owner Mapping Failed,High,Resolved,3.0
SYN000310,2025-04-25,HubSpot,Salesforce,Lead,LED000389,Owner Mapping Failed,High,Resolved,5.0
SYN000311,2025-04-05,HubSpot,Salesforce,Lead,LED001807,Owner Mapping Failed,Medium,Open,
SYN000312,2025-08-05,HubSpot,Salesforce,Lead,LED001054,Owner Mapping Failed,Medium,Ignored,
SYN000313,2025-02-17,HubSpot,Salesforce,Lead,LED000467,Owner Mapping Failed,High,Resolved,7.0
SYN000314,2025-10-24,HubSpot,Salesforce,Lead,LED004070,Owner Mapping Failed,High,Open,
SYN000315,2025-10-15,HubSpot,Salesforce,Lead,LED002227,Owner Mapping Failed,Medium,Open,
SYN000316,2025-11-13,HubSpot,Salesforce,Lead,LED004025,Owner Mapping Failed,Medium,Ignored,
SYN000317,2026-04-03,HubSpot,Salesforce,Lead,LED004054,Owner Mapping Failed,Medium,Resolved,5.0
SYN000318,2025-09-23,HubSpot,Salesforce,Lead,LED004134,Owner Mapping Failed,Medium,Resolved,3.0
SYN000319,2025-07-25,HubSpot,Salesforce,Lead,LED001628,Owner Mapping Failed,High,Ignored,
SYN000320,2026-06-08,HubSpot,Salesforce,Lead,LED001849,Owner Mapping Failed,High,Open,
SYN000321,2025-08-08,HubSpot,Salesforce,Lead,LED003601,Owner Mapping Failed,Medium,Open,
SYN000322,2026-06-06,HubSpot,Salesforce,Lead,LED000936,Owner Mapping Failed,High,Ignored,
SYN000323,2025-12-13,HubSpot,Salesforce,Lead,LED002586,Owner Mapping Failed,High,Open,
SYN000324,2025-08-04,HubSpot,Salesforce,Lead,LED002989,Owner Mapping Failed,High,Resolved,14.0
SYN000325,2025-11-06,HubSpot,Salesforce,Lead,LED003475,Owner Mapping Failed,High,Open,
SYN000326,2025-07-08,HubSpot,Salesforce,Lead,LED000663,Owner Mapping Failed,High,Open,
SYN000327,2026-04-23,HubSpot,Salesforce,Lead,LED000655,Owner Mapping Failed,High,Open,
SYN000328,2025-10-27,HubSpot,Salesforce,Lead,LED001741,Owner Mapping Failed,High,Resolved,5.0
SYN000329,2025-03-16,HubSpot,Salesforce,Lead,LED001986,Owner Mapping Failed,High,Open,
SYN000330,2025-06-18,HubSpot,Salesforce,Lead,LED002077,Owner Mapping Failed,High,Resolved,21.0
SYN000331,2025-06-25,HubSpot,Salesforce,Lead,LED001787,Owner Mapping Failed,High,Resolved,7.0
SYN000332,2026-04-07,HubSpot,Salesforce,Lead,LED000910,Owner Mapping Failed,Medium,Resolved,14.0
SYN000333,2025-01-05,HubSpot,Salesforce,Lead,LED002538,Owner Mapping Failed,High,Resolved,21.0
SYN000334,2025-08-02,HubSpot,Salesforce,Lead,LED000469,Owner Mapping Failed,Medium,Resolved,2.0
SYN000335,2026-02-28,HubSpot,Salesforce,Lead,LED003626,Owner Mapping Failed,High,Ignored,
SYN000336,2026-01-19,HubSpot,Salesforce,Lead,LED002630,Owner Mapping Failed,High,Open,
SYN000337,2026-01-18,HubSpot,Salesforce,Lead,LED003803,Owner Mapping Failed,Medium,Ignored,
SYN000338,2026-04-20,HubSpot,Salesforce,Lead,LED002308,Owner Mapping Failed,High,Ignored,
SYN000339,2025-04-15,HubSpot,Salesforce,Lead,LED001609,Owner Mapping Failed,Medium,Resolved,7.0
SYN000340,2026-04-25,HubSpot,Salesforce,Lead,LED001474,Owner Mapping Failed,Medium,Resolved,7.0
SYN000341,2026-01-13,HubSpot,Salesforce,Lead,LED003586,Owner Mapping Failed,High,Ignored,
SYN000342,2025-06-21,HubSpot,Salesforce,Lead,LED003337,Owner Mapping Failed,Medium,Resolved,7.0
SYN000343,2026-03-12,HubSpot,Salesforce,Lead,LED003070,Owner Mapping Failed,Medium,Resolved,5.0
SYN000344,2025-01-07,HubSpot,Salesforce,Lead,LED003348,Owner Mapping Failed,Medium,Open,
SYN000345,2025-10-02,HubSpot,Salesforce,Lead,LED002162,Owner Mapping Failed,Medium,Resolved,5.0
SYN000346,2025-05-08,HubSpot,Salesforce,Lead,LED003502,Owner Mapping Failed,High,Resolved,7.0
SYN000347,2025-07-11,HubSpot,Salesforce,Lead,LED000628,Owner Mapping Failed,High,Resolved,21.0
SYN000348,2025-11-18,HubSpot,Salesforce,Lead,LED003012,Owner Mapping Failed,Medium,Open,
SYN000349,2025-12-09,HubSpot,Salesforce,Lead,LED003303,Owner Mapping Failed,Medium,Resolved,7.0
SYN000350,2025-10-06,HubSpot,Salesforce,Lead,LED001444,Owner Mapping Failed,High,Resolved,21.0
SYN000351,2025-08-21,HubSpot,Salesforce,Lead,LED001325,Owner Mapping Failed,Medium,Resolved,10.0
SYN000352,2026-03-21,HubSpot,Salesforce,Lead,LED003428,Owner Mapping Failed,High,Resolved,1.0
SYN000353,2026-03-04,HubSpot,Salesforce,Lead,LED000542,Owner Mapping Failed,High,Resolved,5.0
SYN000354,2026-01-28,HubSpot,Salesforce,Lead,LED002176,Owner Mapping Failed,Medium,Resolved,10.0
SYN000355,2026-03-21,HubSpot,Salesforce,Lead,LED002611,Owner Mapping Failed,High,Open,
SYN000356,2025-04-30,HubSpot,Salesforce,Lead,LED003536,Owner Mapping Failed,High,Resolved,5.0
SYN000357,2025-11-24,HubSpot,Salesforce,Lead,LED003418,Owner Mapping Failed,Medium,Resolved,1.0
SYN000358,2026-05-08,HubSpot,Salesforce,Lead,LED001083,Owner Mapping Failed,Medium,Open,
SYN000359,2025-04-10,HubSpot,Salesforce,Lead,LED000296,Owner Mapping Failed,High,Resolved,7.0
SYN000360,2025-03-07,HubSpot,Salesforce,Lead,LED003229,Owner Mapping Failed,High,Open,
SYN000361,2025-05-27,HubSpot,Salesforce,Lead,LED003027,Owner Mapping Failed,Medium,Resolved,5.0
SYN000362,2026-06-26,HubSpot,Salesforce,Lead,LED003702,Owner Mapping Failed,Medium,Resolved,10.0
SYN000363,2026-05-02,HubSpot,Salesforce,Lead,LED003388,Owner Mapping Failed,Medium,Resolved,3.0
SYN000364,2025-03-18,HubSpot,Salesforce,Lead,LED002665,Owner Mapping Failed,Medium,Resolved,1.0
SYN000365,2025-01-05,HubSpot,Salesforce,Lead,LED003585,Owner Mapping Failed,High,Ignored,
SYN000366,2025-07-17,HubSpot,Salesforce,Lead,LED000346,Owner Mapping Failed,High,Resolved,1.0
SYN000367,2025-05-25,HubSpot,Salesforce,Lead,LED001424,Owner Mapping Failed,High,Ignored,
SYN000368,2026-03-08,HubSpot,Salesforce,Lead,LED002577,Owner Mapping Failed,Medium,Resolved,10.0
SYN000369,2025-09-30,HubSpot,Salesforce,Lead,LED003460,Owner Mapping Failed,Medium,Open,
SYN000370,2025-11-22,HubSpot,Salesforce,Lead,LED002701,Owner Mapping Failed,High,Open,
SYN000371,2026-02-05,HubSpot,Salesforce,Lead,LED000681,Owner Mapping Failed,Medium,Open,
SYN000372,2025-12-09,HubSpot,Salesforce,Lead,LED001532,Owner Mapping Failed,Medium,Open,
SYN000373,2025-08-13,HubSpot,Salesforce,Lead,LED001686,Owner Mapping Failed,High,Open,
SYN000374,2025-10-28,HubSpot,Salesforce,Lead,LED001802,Owner Mapping Failed,High,Resolved,1.0
SYN000375,2025-10-06,HubSpot,Salesforce,Lead,LED003024,Owner Mapping Failed,Medium,Resolved,1.0
SYN000376,2025-02-22,HubSpot,Salesforce,Lead,LED002078,Owner Mapping Failed,High,Open,
SYN000377,2025-05-27,HubSpot,Salesforce,Lead,LED003624,Owner Mapping Failed,High,Open,
SYN000378,2025-12-26,HubSpot,Salesforce,Lead,LED001343,Owner Mapping Failed,Medium,Resolved,2.0
SYN000379,2026-03-11,HubSpot,Salesforce,Lead,LED002304,Owner Mapping Failed,Medium,Resolved,1.0
SYN000380,2025-10-12,HubSpot,Salesforce,Lead,LED003845,Owner Mapping Failed,Medium,Open,
SYN000381,2025-01-23,HubSpot,Salesforce,Lead,LED002136,Owner Mapping Failed,High,Resolved,7.0
SYN000382,2025-02-06,HubSpot,Salesforce,Lead,LED003994,Owner Mapping Failed,Medium,Resolved,3.0
SYN000383,2025-10-19,HubSpot,Salesforce,Lead,LED000727,Owner Mapping Failed,High,Open,
SYN000384,2026-04-20,HubSpot,Salesforce,Lead,LED000771,Owner Mapping Failed,Medium,Resolved,2.0
SYN000385,2026-04-12,HubSpot,Salesforce,Lead,LED002888,Owner Mapping Failed,High,Open,
SYN000386,2026-01-03,HubSpot,Salesforce,Lead,LED002865,Owner Mapping Failed,Medium,Resolved,10.0
SYN000387,2025-09-02,HubSpot,Salesforce,Lead,LED004048,Owner Mapping Failed,High,Open,
SYN000388,2025-05-16,HubSpot,Salesforce,Lead,LED000722,Owner Mapping Failed,Medium,Resolved,10.0
SYN000389,2025-04-22,HubSpot,Salesforce,Lead,LED002129,Owner Mapping Failed,Medium,Resolved,3.0
SYN000390,2025-04-06,HubSpot,Salesforce,Lead,LED002262,Owner Mapping Failed,High,Resolved,1.0
SYN000391,2026-06-02,HubSpot,Salesforce,Lead,LED001468,Owner Mapping Failed,High,Resolved,30.0
SYN000392,2026-01-10,HubSpot,Salesforce,Lead,LED003146,Owner Mapping Failed,High,Resolved,30.0
SYN000393,2025-02-08,HubSpot,Salesforce,Lead,LED001123,Owner Mapping Failed,High,Open,
SYN000394,2026-01-19,HubSpot,Salesforce,Lead,LED000060,Owner Mapping Failed,High,Open,
SYN000395,2025-01-08,HubSpot,Salesforce,Lead,LED001121,Owner Mapping Failed,High,Open,
SYN000396,2025-06-02,HubSpot,Salesforce,Lead,LED002561,Owner Mapping Failed,Medium,Open,
SYN000397,2025-02-22,HubSpot,Salesforce,Lead,LED002573,Owner Mapping Failed,High,Open,
SYN000398,2025-02-04,HubSpot,Salesforce,Lead,LED003829,Owner Mapping Failed,Medium,Resolved,1.0
SYN000399,2025-01-08,HubSpot,Salesforce,Lead,LED002966,Owner Mapping Failed,High,Open,
SYN000400,2026-02-23,HubSpot,Salesforce,Lead,LED001203,Owner Mapping Failed,High,Resolved,3.0
SYN000401,2025-04-13,HubSpot,Salesforce,Lead,LED000395,Owner Mapping Failed,Medium,Resolved,1.0
SYN000402,2025-05-28,HubSpot,Salesforce,Lead,LED004098,Owner Mapping Failed,High,Open,
SYN000403,2025-05-31,HubSpot,Salesforce,Lead,LED001283,Owner Mapping Failed,High,Resolved,2.0
SYN000404,2026-01-10,HubSpot,Salesforce,Lead,LED004039,Owner Mapping Failed,High,Ignored,
SYN000405,2025-06-03,HubSpot,Salesforce,Lead,LED000123,Owner Mapping Failed,High,Resolved,2.0
SYN000406,2025-07-21,HubSpot,Salesforce,Lead,LED001661,Owner Mapping Failed,High,Resolved,1.0
SYN000407,2025-08-27,HubSpot,Salesforce,Lead,LED002421,Owner Mapping Failed,Medium,Resolved,5.0
SYN000408,2025-10-24,HubSpot,Salesforce,Lead,LED003895,Owner Mapping Failed,Medium,Open,
SYN000409,2025-01-02,HubSpot,Salesforce,Lead,LED000145,Owner Mapping Failed,High,Resolved,7.0
SYN000410,2025-08-02,HubSpot,Salesforce,Lead,LED000354,Owner Mapping Failed,Medium,Resolved,3.0
SYN000411,2025-11-04,HubSpot,Salesforce,Lead,LED001359,Owner Mapping Failed,High,Open,
SYN000412,2025-01-13,HubSpot,Salesforce,Lead,LED000327,Owner Mapping Failed,High,Resolved,2.0
SYN000413,2026-04-30,HubSpot,Salesforce,Lead,LED003197,Owner Mapping Failed,High,Resolved,3.0
SYN000414,2025-10-24,HubSpot,Salesforce,Lead,LED001148,Duplicate Email,High,Open,
SYN000415,2025-03-07,HubSpot,Salesforce,Lead,LED000025,Duplicate Email,Medium,Open,
SYN000416,2025-09-27,HubSpot,Salesforce,Lead,LED002168,Duplicate Email,Medium,Open,
SYN000417,2025-08-01,HubSpot,Salesforce,Lead,LED002543,Duplicate Email,Medium,Resolved,1.0
SYN000418,2025-07-01,HubSpot,Salesforce,Lead,LED002627,Duplicate Email,Medium,Resolved,1.0
SYN000419,2026-01-04,HubSpot,Salesforce,Lead,LED002293,Duplicate Email,High,Open,
SYN000420,2025-07-31,HubSpot,Salesforce,Lead,LED002560,Duplicate Email,Low,Resolved,2.0
SYN000421,2025-07-29,HubSpot,Salesforce,Lead,LED001945,Duplicate Email,High,Resolved,21.0
SYN000422,2025-04-21,HubSpot,Salesforce,Lead,LED000246,Duplicate Email,Low,Resolved,7.0
SYN000423,2026-06-24,HubSpot,Salesforce,Lead,LED001732,Duplicate Email,Medium,Resolved,1.0
SYN000424,2026-04-08,HubSpot,Salesforce,Lead,LED003885,Duplicate Email,High,Open,
SYN000425,2026-02-20,HubSpot,Salesforce,Lead,LED000715,Duplicate Email,Low,Open,
SYN000426,2026-03-23,HubSpot,Salesforce,Lead,LED002514,Duplicate Email,High,Resolved,5.0
SYN000427,2025-02-20,HubSpot,Salesforce,Lead,LED003006,Duplicate Email,Low,Resolved,1.0
SYN000428,2026-01-28,HubSpot,Salesforce,Lead,LED000639,Duplicate Email,High,Open,
SYN000429,2025-10-25,HubSpot,Salesforce,Lead,LED002488,Duplicate Email,High,Resolved,2.0
SYN000430,2025-04-26,HubSpot,Salesforce,Lead,LED000073,Duplicate Email,High,Open,
SYN000431,2026-06-02,HubSpot,Salesforce,Lead,LED001703,Duplicate Email,Medium,Resolved,3.0
SYN000432,2025-07-03,HubSpot,Salesforce,Lead,LED003314,Duplicate Email,Low,Resolved,5.0
SYN000433,2025-07-06,HubSpot,Salesforce,Lead,LED000572,Duplicate Email,High,Open,
SYN000434,2026-04-23,HubSpot,Salesforce,Lead,LED002014,Duplicate Email,Low,Open,
SYN000435,2025-06-01,HubSpot,Salesforce,Lead,LED000991,Duplicate Email,High,Resolved,30.0
SYN000436,2025-07-18,HubSpot,Salesforce,Lead,LED000054,Duplicate Email,Medium,Open,
SYN000437,2025-04-30,HubSpot,Salesforce,Lead,LED001287,Duplicate Email,Low,Resolved,2.0
SYN000438,2025-02-18,HubSpot,Salesforce,Lead,LED001151,Duplicate Email,High,Ignored,
SYN000439,2026-03-30,HubSpot,Salesforce,Lead,LED001983,Duplicate Email,Medium,Resolved,5.0
SYN000440,2025-01-27,HubSpot,Salesforce,Lead,LED000075,Duplicate Email,High,Resolved,3.0
SYN000441,2025-02-05,HubSpot,Salesforce,Lead,LED000954,Duplicate Email,Low,Open,
SYN000442,2025-03-22,HubSpot,Salesforce,Lead,LED002500,Duplicate Email,High,Resolved,1.0
SYN000443,2026-03-26,HubSpot,Salesforce,Lead,LED001199,Duplicate Email,Medium,Resolved,3.0
SYN000444,2025-07-21,HubSpot,Salesforce,Lead,LED003973,Duplicate Email,Low,Resolved,3.0
SYN000445,2025-02-28,HubSpot,Salesforce,Lead,LED000742,Duplicate Email,Medium,Resolved,10.0
SYN000446,2026-06-25,HubSpot,Salesforce,Lead,LED004015,Duplicate Email,Low,Resolved,1.0
SYN000447,2025-01-26,HubSpot,Salesforce,Lead,LED000326,Duplicate Email,High,Resolved,2.0
SYN000448,2025-03-30,HubSpot,Salesforce,Lead,LED003382,Duplicate Email,High,Open,
SYN000449,2026-03-10,HubSpot,Salesforce,Lead,LED000995,Duplicate Email,High,Open,
SYN000450,2025-03-18,HubSpot,Salesforce,Lead,LED001891,Duplicate Email,High,Resolved,3.0
SYN000451,2026-02-07,HubSpot,Salesforce,Lead,LED000376,Duplicate Email,High,Resolved,2.0
SYN000452,2025-10-16,HubSpot,Salesforce,Lead,LED000029,Duplicate Email,Low,Open,
SYN000453,2025-07-21,HubSpot,Salesforce,Lead,LED003987,Duplicate Email,High,Resolved,1.0
SYN000454,2025-04-15,HubSpot,Salesforce,Lead,LED001540,Duplicate Email,High,Open,
SYN000455,2026-05-11,HubSpot,Salesforce,Lead,LED000315,Duplicate Email,Medium,Resolved,10.0
SYN000456,2026-03-01,HubSpot,Salesforce,Lead,LED002386,Duplicate Email,Low,Open,
SYN000457,2026-02-08,HubSpot,Salesforce,Lead,LED001539,Duplicate Email,Low,Resolved,7.0
SYN000458,2026-04-28,HubSpot,Salesforce,Lead,LED000525,Duplicate Email,Low,Resolved,14.0
SYN000459,2026-05-25,HubSpot,Salesforce,Lead,LED002497,Duplicate Email,Medium,Open,
SYN000460,2025-10-30,HubSpot,Salesforce,Lead,LED000965,Duplicate Email,High,Open,
SYN000461,2025-06-05,HubSpot,Salesforce,Lead,LED001704,Duplicate Email,High,Open,
SYN000462,2026-01-18,HubSpot,Salesforce,Lead,LED001512,Duplicate Email,Medium,Open,
SYN000463,2026-01-29,HubSpot,Salesforce,Lead,LED000378,Duplicate Email,High,Resolved,21.0
SYN000464,2025-02-13,HubSpot,Salesforce,Lead,LED001027,Duplicate Email,Low,Open,
SYN000465,2025-12-12,HubSpot,Salesforce,Lead,LED001676,Duplicate Email,High,Open,
SYN000466,2025-06-21,HubSpot,Salesforce,Lead,LED000070,Duplicate Email,Low,Resolved,30.0
SYN000467,2025-07-10,HubSpot,Salesforce,Lead,LED001178,Duplicate Email,High,Open,
SYN000468,2025-08-12,HubSpot,Salesforce,Lead,LED001031,Duplicate Email,Medium,Open,
SYN000469,2026-04-10,HubSpot,Salesforce,Lead,LED001910,Duplicate Email,Medium,Resolved,2.0
SYN000470,2025-02-16,HubSpot,Salesforce,Lead,LED000826,Duplicate Email,Medium,Open,
SYN000471,2025-09-27,HubSpot,Salesforce,Lead,LED002426,Duplicate Email,Medium,Resolved,2.0
SYN000472,2025-05-07,HubSpot,Salesforce,Lead,LED004032,Duplicate Email,High,Open,
SYN000473,2025-07-26,HubSpot,Salesforce,Lead,LED001970,Duplicate Email,High,Resolved,1.0
SYN000474,2025-01-03,HubSpot,Salesforce,Lead,LED000875,Duplicate Email,High,Open,
SYN000475,2026-01-03,HubSpot,Salesforce,Lead,LED003147,Duplicate Email,High,Resolved,5.0
SYN000476,2026-02-10,HubSpot,Salesforce,Lead,LED001242,Duplicate Email,High,Open,
SYN000477,2025-11-26,HubSpot,Salesforce,Lead,LED001828,Duplicate Email,High,Resolved,3.0
SYN000478,2025-09-28,HubSpot,Salesforce,Lead,LED000561,Duplicate Email,Medium,Resolved,7.0
SYN000479,2025-01-07,HubSpot,Salesforce,Lead,LED001467,Duplicate Email,High,Resolved,5.0
SYN000480,2025-05-19,HubSpot,Salesforce,Lead,LED004189,Duplicate Email,High,Resolved,7.0
SYN000481,2025-06-21,HubSpot,Salesforce,Lead,LED001982,Duplicate Email,Medium,Resolved,7.0
SYN000482,2026-04-03,HubSpot,Salesforce,Lead,LED000587,Duplicate Email,Low,Resolved,21.0
SYN000483,2025-01-06,HubSpot,Salesforce,Lead,LED000564,Duplicate Email,Medium,Open,
SYN000484,2026-01-18,HubSpot,Salesforce,Lead,LED001393,Duplicate Email,High,Resolved,21.0
SYN000485,2026-01-10,HubSpot,Salesforce,Lead,LED001330,Duplicate Email,High,Resolved,2.0
SYN000486,2025-02-06,HubSpot,Salesforce,Lead,LED002718,Duplicate Email,Low,Resolved,5.0
SYN000487,2025-08-16,HubSpot,Salesforce,Lead,LED003855,Duplicate Email,Low,Open,
SYN000488,2025-02-21,HubSpot,Salesforce,Lead,LED001533,Duplicate Email,Medium,Open,
SYN000489,2025-05-27,HubSpot,Salesforce,Lead,LED001537,Duplicate Email,Low,Open,
SYN000490,2025-04-21,HubSpot,Salesforce,Lead,LED001498,Duplicate Email,High,Resolved,3.0
SYN000491,2025-01-16,HubSpot,Salesforce,Lead,LED001337,Duplicate Email,Low,Open,
SYN000492,2025-03-12,HubSpot,Salesforce,Lead,LED000850,Duplicate Email,Low,Open,
SYN000493,2026-04-12,HubSpot,Salesforce,Lead,LED001275,Duplicate Email,Low,Ignored,
SYN000494,2026-03-18,HubSpot,Salesforce,Lead,LED000003,Duplicate Email,Low,Resolved,2.0
SYN000495,2026-01-08,HubSpot,Salesforce,Lead,LED000776,Duplicate Email,Low,Resolved,2.0
SYN000496,2026-02-25,HubSpot,Salesforce,Lead,LED000252,Duplicate Email,Medium,Resolved,5.0
SYN000497,2025-06-23,HubSpot,Salesforce,Lead,LED000254,Duplicate Email,High,Resolved,2.0
SYN000498,2026-04-15,HubSpot,Salesforce,Lead,LED000665,Duplicate Email,High,Open,
SYN000499,2025-08-17,HubSpot,Salesforce,Lead,LED000426,Duplicate Email,Medium,Resolved,3.0
SYN000500,2026-01-10,HubSpot,Salesforce,Lead,LED000590,Duplicate Email,High,Open,
SYN000501,2026-06-06,HubSpot,Salesforce,Lead,LED000544,Duplicate Email,Medium,Resolved,3.0
SYN000502,2025-04-27,HubSpot,Salesforce,Lead,LED000007,Duplicate Email,High,Open,
SYN000503,2025-11-21,HubSpot,Salesforce,Lead,LED000082,Duplicate Email,Medium,Resolved,10.0
SYN000504,2026-06-22,HubSpot,Salesforce,Lead,LED000431,Duplicate Email,Medium,Open,
SYN000505,2025-03-07,HubSpot,Salesforce,Lead,LED003285,Duplicate Email,Low,Open,
SYN000506,2025-09-20,HubSpot,Salesforce,Lead,LED002584,Duplicate Email,Low,Resolved,1.0
SYN000507,2026-01-17,HubSpot,Salesforce,Lead,LED003391,Duplicate Email,Low,Resolved,7.0
SYN000508,2025-02-09,HubSpot,Salesforce,Lead,LED000167,Duplicate Email,High,Resolved,2.0
SYN000509,2026-03-19,HubSpot,Salesforce,Lead,LED001577,Duplicate Email,Low,Resolved,10.0
SYN000510,2025-11-30,HubSpot,Salesforce,Lead,LED001335,Duplicate Email,High,Open,
SYN000511,2026-03-16,HubSpot,Salesforce,Lead,LED003030,Duplicate Email,Low,Open,
SYN000512,2025-01-11,HubSpot,Salesforce,Lead,LED003933,Duplicate Email,High,Resolved,2.0
SYN000513,2025-07-27,HubSpot,Salesforce,Lead,LED000478,Duplicate Email,High,Open,
SYN000514,2025-09-14,HubSpot,Salesforce,Lead,LED001659,Duplicate Email,Low,Open,
SYN000515,2025-07-18,HubSpot,Salesforce,Lead,LED001364,Duplicate Email,Low,Open,
SYN000516,2025-05-11,HubSpot,Salesforce,Lead,LED002783,Duplicate Email,Medium,Resolved,3.0
SYN000517,2026-04-27,HubSpot,Salesforce,Lead,LED003249,Duplicate Email,High,Resolved,2.0
SYN000518,2026-03-29,HubSpot,Salesforce,Lead,LED001527,Duplicate Email,High,Resolved,1.0
SYN000519,2026-01-22,HubSpot,Salesforce,Lead,LED000069,Duplicate Email,Medium,Resolved,3.0
SYN000520,2025-01-15,HubSpot,Salesforce,Lead,LED003676,Duplicate Email,High,Open,
SYN000521,2025-11-06,HubSpot,Salesforce,Lead,LED000272,Duplicate Email,Low,Open,
SYN000522,2025-09-28,HubSpot,Salesforce,Lead,LED000256,Duplicate Email,High,Open,
SYN000523,2025-11-10,HubSpot,Salesforce,Lead,LED003050,Duplicate Email,High,Resolved,2.0
SYN000524,2025-04-01,HubSpot,Salesforce,Lead,LED000986,Duplicate Email,Low,Open,
SYN000525,2026-05-15,HubSpot,Salesforce,Lead,LED002535,Duplicate Email,Medium,Resolved,3.0
SYN000526,2025-01-06,HubSpot,Salesforce,Lead,LED002495,Duplicate Email,High,Resolved,5.0
SYN000527,2026-05-16,HubSpot,Salesforce,Lead,LED001126,Duplicate Email,Medium,Resolved,3.0
SYN000528,2026-03-16,HubSpot,Salesforce,Lead,LED000394,Duplicate Email,Low,Resolved,5.0
